"V1","V2","V3","V4"
"Raw101",-0.027946637929368,0.0229874283911445,-0.00431981476811391,0.0133181874978941
"Raw102",0.0485859959043901,0.0200053484146981,-0.00799284902035941,0.024641644095017
"Raw103",0.00609739397660685,0.0209577740400981,0.0335275865116016,0.000461878270536834
"Raw104",-0.0748356092186458,-0.00604756712013782,0.0221173836010995,-0.0115452752761272
"Raw105",0.00570040974851561,-0.0107879821715148,0.0198841776160933,0.0122723667197068
"Raw106",0.106917122007628,-0.0447802104033097,-0.0640666732238893,-0.0265720096190865
"Raw107",-0.0337524159980859,-0.0826430492366821,0.0068225868544694,0.038118803471704
"Raw108",-0.0396794703061459,-0.0148515548888214,0.0363898666159418,-0.0112754950414853
"Raw109",0.0499820126336707,-0.0155814999623346,0.0161722540723639,-0.0111048309327017
"Raw110",-0.071181049378623,-0.0329259630133215,0.00904823575946526,-0.0297105760579411
"Raw111",-0.0435875296736282,0.0559065030121024,-0.0193957629606704,0.0385927120774544
"Raw112",0.0299766143709036,0.0350179822557945,-0.0795806054841309,0.0190412571291216
"Raw113",-0.0436431246396742,0.00433022762601327,0.0324169708564636,0.000730196269423856
"Raw114",-0.00756640008203401,-0.00623488843892472,0.116879625609797,-0.0350287787462753
"Raw115",-0.0701945319595439,-0.0133806187198821,0.0306688608036275,-0.020372518743358
"Raw116",-0.0217622910532367,-0.0166808613425541,0.0415704170067468,-0.0190431044930684
"Raw117",-0.112614542007748,0.0249297091031682,0.024707128320411,-0.00450003498175538
"Raw118",-0.00362509221856622,0.00384189258783236,0.0460472410249128,-0.0274754801534648
"Raw119",0.0558814215145092,0.00897048922116832,-0.0179395502031544,0.0132080609436786
"Raw120",-0.0314557617547928,0.0290360040613778,0.00025233046153735,-0.0538335118564542
"Raw121",-0.00033882074751528,-0.00554230501567717,0.042515053632312,-0.054521105308052
"Raw122",0.038236303270237,0.015069928848328,0.0309878638592002,-0.041937359590212
"Raw123",0.0709913888107608,0.0287063309404959,-0.0500964706741777,-0.0293930801302207
"Raw124",-0.0358535351577982,-0.0208978003121985,0.0169737037605256,0.0486015676463596
"Raw125",-0.0227642931643243,0.0418537780906639,-0.00494381621326728,0.0360669212818317
"Raw126",0.0295511648983354,0.0307738100951006,0.0135848646252832,-0.0199303404732095
"Raw127",0.0254900474278995,0.0068847798224748,-0.00591095404687678,0.101915122785452
"Raw128",-0.0540541864507121,0.00187336388906511,0.0823478590298085,-0.065644663993583
"Raw129",0.0728056371206592,0.0255391629298492,0.0492640965656624,-0.0300731550183224
"Raw130",0.00991298125244494,-0.00279241476588524,0.0452542856633102,-0.0885222036019289
"Raw131",-0.0671398306527212,0.0076833797194487,0.00709881739071856,-0.0105752136940432
"Raw132",-0.0195428084053669,-0.0506769375069508,-0.014243586231895,0.0363732502845545
"Raw133",-0.0328429300999615,0.0671875694929935,0.033009636416723,0.00970604965220604
"Raw134",0.00998911712483164,-0.00339008448510483,-0.0285113092548167,0.0178488379056659
"Raw135",0.0155248111066731,-0.0172529541828415,-0.0603893333052059,0.00752978489036699
"Raw136",0.0608704092458087,-0.00954536286553828,-0.0136793821258754,0.000628401410301196
"Raw137",0.0130155705302087,-0.00901765487173439,0.0151407815214197,0.041337153444567
"Raw138",-0.00764311522132126,0.0212370570622823,0.00125859084193409,-0.0483844294207136
"Raw139",-0.0460547355244911,0.0261446597337443,-0.0124329341829065,-0.0252798237779159
"Raw140",-0.0294401834666633,-0.0144205561262953,-0.0350036684615523,0.0457989440444477
"Raw141",0.0628215078376211,-0.104407541694265,0.0431084602517689,-0.0815258286935842
"Raw142",0.0689350103171867,0.0258392053520303,0.0372793878848558,-0.021724046025726
"Raw143",0.0314122524832289,-0.0193062459827576,-0.0231569511929635,-0.0490346502350491
"Raw144",0.0282567582586101,-0.00929365420333458,0.0597803639225544,-0.078049701594347
"Raw145",-0.0437065738979815,0.0685980448890391,-0.0149108695683671,-0.000915392400380024
"Raw146",0.00965653204369432,-0.00572198150007081,-0.019809543464497,-0.0826385250428308
"Raw147",0.0584356037128297,-0.0464428150202296,-0.00425469542271322,-0.019073385365405
"Raw148",-0.00819317113566551,-0.00560405925216253,0.00733424862539267,0.089657893162211
"Raw149",0.0607385398469534,-0.0573879862404608,0.00272316544062085,-0.0118746097654212
"Raw150",-0.00457421980888123,-0.068041942251463,-0.036017957736473,-0.11168014909057
"Raw151",-0.084199115112876,-0.0433514712970649,0.0255995459397515,0.0100843795971162
"Raw152",0.0183157033264784,0.0352426080141533,0.0301240936637021,0.0265819799350027
"Raw153",-0.0193159997186984,0.077058877129318,0.0383201885820459,-0.00279161354767245
"Raw154",0.0100202959568755,0.021436373797447,0.0591379317276691,-0.121769889020131
"Raw155",0.000840985422373514,-0.00493786533307441,-0.0609215969853473,-0.00240369754634969
"Raw156",-0.0181361192385558,-0.0326720295084187,-0.000479277246983346,0.0423550242099132
"Raw157",0.0287562715889888,-0.0941987413200783,-0.00485388392111054,0.0182815183327017
"Raw158",-0.0301805316296132,0.0220226191897463,0.0392906589551912,-0.0349006498408208
"Raw159",-0.0943277997729303,-0.0212015137069015,0.0146936040087585,0.0658888467789668
"Raw160",0.0296689187741219,-0.000855463656975053,-0.0396941467775007,0.00548589758162789
"Raw161",-0.0537385193795591,-0.0375774749798508,0.032313276654425,0.0308006876378699
"Raw162",0.00266634259026985,-0.00901520577764454,0.0124952083746731,-0.00392501193742616
"Raw163",0.00172558300849986,0.0209348460524049,-0.071773922209191,0.0796027912811736
"Raw164",-0.0499206357378523,0.0399667446792902,-0.0255385444815613,-0.118119260281524
"Raw165",0.000845638080552048,0.00776702501245514,-0.0269994818030376,0.00373696208845715
"Raw166",-0.00962241433431978,0.0799394779083705,-0.103111132596894,0.035937204863221
"Raw167",-0.0473664143656898,-0.0244832930733126,0.0178685364966109,0.0337288392184981
"Raw168",-0.00265223613323715,0.0996890239157904,0.0446867234983196,0.0216276498725663
"Raw169",-0.0609723030754391,-0.00988999358298578,-0.0186199934864423,-0.00119706147430554
"Raw170",-0.0580142629315932,0.0478402503514257,-0.0766638439540775,0.0384674670225286
"Raw171",0.060090266285742,-0.0229546460439135,0.0268096394188754,0.00972975375500882
"Raw172",0.121487161868948,0.0327165085763285,0.0681024045699234,-0.00521630693723188
"Raw173",-0.00652236912011536,0.0237077202379493,-0.0311055530389367,0.0277963566392553
"Raw174",0.0703770175826977,0.00449225185840447,0.0880655686994258,0.00923185042499502
"Raw175",0.0420563816692082,-0.0360937107196969,0.0159365875003774,0.0273488283489334
"Raw176",0.0718269221818104,0.0328854333406184,-0.0012311646398792,-0.0276450495360482
"Raw177",-0.101911583877296,0.0521562563361962,-0.00190750451504372,-0.00502316104353912
"Raw178",0.0339775507044295,0.00241555583577043,0.0170824095931704,0.0133643022030154
"Raw179",0.028731393511909,-0.037080906803594,-0.0146598828486238,0.0241650165867672
"Raw180",-0.0190997536586653,-0.013856874970107,0.0335013715615507,0.00122138537186756
"Raw181",0.0386403276165323,-0.0311585745734563,-0.0253701491857856,0.00715953117183925
"Raw182",0.039150522961056,0.0147460141246555,0.0145987279359399,0.0137261270030084
"Raw183",0.0301153914019126,0.0265458261053029,-0.0113555141577947,-0.035403849554697
"Raw184",0.024443500027991,-0.053250425745586,-0.0077314537741808,0.00474347875735961
"Raw185",-0.00576754773788278,0.014110876230308,0.0514419832194519,0.00327050836870778
"Raw186",0.018099402214558,0.0481935541118828,-0.0262560865109073,-0.0461692744782814
"Raw187",0.0574971131744306,-0.0610755355636414,-0.0189289925174795,-0.0634539239367085
"Raw188",-0.0416126897492456,0.040854962670965,0.036029844401881,0.025083171007229
"Raw189",-0.00495804582610284,-0.0274408683086382,0.025658358675609,-0.00695158328608486
"Raw190",-0.00217940180707246,0.0443231472972978,-0.0901364047754246,0.0713316656357096
"Raw191",0.0266929852396207,0.023544314147573,0.0295428925517182,0.0196385091450095
"Raw192",0.0559968894394298,0.054084478558866,0.0233122902926472,0.0128820596954261
"Raw193",0.0389814836420667,0.0656576879231891,-0.0913726451879971,0.0237885900733204
"Raw194",0.064743034213807,-0.0198874251547387,0.0397871899916763,-0.00315145683213964
"Raw195",-0.035555183769359,-0.0534418851708006,-0.00263177084261915,-0.0531538557147925
"Raw196",0.040261195512744,-0.0450629791662446,-0.0284200519815476,-0.0183317321704049
"Raw197",0.00902267524084059,0.0701969597311162,-0.0194679375252335,0.0655718352181541
"Raw198",0.0714733899974697,-0.0209544790057847,0.0536760033381048,-0.0812365157327658
"Raw199",0.0468341666392979,-0.0158459205395546,-0.00765685613044423,-0.0119772281792922
"Raw200",-0.0839088539958063,0.0788937714321588,-0.066303537945906,-0.0165310249923829
"Raw201",0.0342976342110458,0.0812537487808149,-0.0428312807597677,0.0134017278376558
"Raw202",0.0218545453443133,-0.0146970181885288,-0.0354265944131092,-0.04008166761256
"Raw203",0.0508703851192652,0.0748791121241791,-0.0308069500894386,-0.0703897692390661
"Raw204",0.000443741011841061,-0.0651166124534191,-0.00421429613784185,-0.0175220855435986
"Raw205",-0.0218192839141816,-0.0687157080014029,-0.0145128263906254,0.0210497732712224
"Raw206",-0.035678289003914,-0.0388975880916505,0.0355949240393231,-0.0681279957357369
"Raw207",0.0801363547869176,-0.0428626642407601,-0.0211561866382704,0.0224135924330913
"Raw208",-0.00401546098955492,-0.0161002789059467,0.068743674521858,-0.0220860068244
"Raw209",-0.00221857349146283,0.0520113090171971,0.0206414251292699,-0.0802019588014266
"Raw210",-0.0140041504505135,0.0147288963276093,-0.0385053862288345,-0.0267735606557939
"Raw211",-0.0316281497078231,-0.00414400098241314,0.0311165046487377,0.0624674099332178
"Raw212",0.0247399864546796,0.0148401298460766,0.0486199739950288,-0.046810215976725
"Raw213",-0.0342441010387608,-0.0510151681630374,0.050286062008791,0.011478825166183
"Raw214",-0.00785180688691587,-0.0781611090214567,0.045684204032503,-0.0150841073047654
"Raw215",-0.049828342446687,0.0838210303554128,0.0526546827335649,0.0490133066778274
"Raw216",-0.00603923195973711,0.00321890979339548,-0.0593083707573291,0.089482732234847
"Raw217",-0.00251723787139146,-0.072115056378,-0.0294642222149554,-0.0305642238295894
"Raw218",0.102071142836291,-0.0251959844189367,0.0130721875404492,0.0226850073965556
"Raw219",0.0337564396118355,0.0240063565609159,0.0427474286050684,0.0487335804847824
"Raw220",0.046073867960035,0.0526461769837854,-0.0448544976810155,-0.00272845176033976
"Raw221",0.00200542336172717,0.056267251122925,-0.0282053063888535,0.0040450244859539
"Raw222",0.0732550479547666,-0.000895911951720819,-0.011977020484583,-0.0161004797613618
"Raw223",-0.0493057275770441,0.0596069960635299,-0.0438185670320191,0.0331156289091644
"Raw224",-0.0363180621842601,0.0423848744026972,-0.00167512097833508,-0.112895172401016
"Raw225",0.0922232071082957,0.0634930301047219,-0.0191837947731632,0.0415333990977765
"Raw226",0.0380212944650805,-0.0601800868170906,0.00819314095388691,0.0419729196697438
"Raw227",-0.0271588803816081,-0.0208578488437226,-0.0720282879923291,-0.0299919410067438
"Raw228",-0.0150074098888282,-0.0206086884755226,-0.0281136957432346,-0.0403005772047072
"Raw229",0.0554707786066909,-0.0417522948812881,0.0555714315072258,-0.00308659522257086
"Raw230",-0.00219462467595161,0.0191741616602917,-0.00466938710247795,0.00388177488171052
"Raw231",0.021027237991936,0.0151885452033816,0.000805881820332275,-0.0358849158032538
"Raw232",0.0248898266907066,0.0121612736821902,0.0800924971438052,-0.00436266751295075
"Raw233",0.0271882992845233,0.0427387575326673,0.0521380027528105,-0.000297788331403036
"Raw234",0.06867003016932,0.0144663987782027,-0.0090171318184159,-0.0598504733689121
"Raw235",-0.0295202703462541,-0.0496769648798542,0.0188062213401705,-0.0296499198064608
"Raw236",0.0136029957852495,-0.0340219308736867,0.0298856205168424,-0.0468689023303235
"Raw237",0.00192536132976712,0.0188596730868951,-0.112321986164709,-0.0384593650143986
"Raw238",-0.0656750785553127,-0.0225423374288677,-0.000377660722178665,-0.0179155427229458
"Raw239",0.0228017245893068,0.00638479185987146,-0.0494131411739116,-0.0309852636495221
"Raw240",-0.0379905983750511,-0.0157187734310141,-0.134203094401615,-0.0202053717878976
"Raw241",0.0146672153252005,-0.00753520647962882,-0.050153745096802,-0.0301674188488783
"Raw242",-0.00126900306564012,-0.0080577908079943,0.0408416211749901,-0.039829906680783
"Raw243",0.00668239263365835,-0.12394875240062,-0.00976293076857548,-0.0422503090744111
"Raw244",-0.114530112214177,0.0175098178382885,-0.0210136226220589,-0.100491172793996
"Raw245",0.0446029732156823,0.0118240447073398,0.0406932617183903,0.0458422853909761
"Raw246",0.026198178521542,0.0471900625271011,0.0596172677987973,0.00288700774496227
"Raw247",-0.0672919612586898,0.0366158584611408,0.0760784341847811,0.0649987888142432
"Raw248",0.0287251743451661,0.0775324319354286,-0.0254961148358846,-0.0514522070199498
"Raw249",-0.0185492591976669,0.0313775039215986,-0.0183668028343908,-0.0104143926742408
"Raw250",-0.0472352419783443,-0.0133440089760194,0.0304514695205555,-0.0136668115136137
"Raw251",0.0118815165882192,-0.00472416206300823,0.00910877272022696,0.0472510130977755
"Raw252",-0.106472321336505,-0.0706155228767181,-0.00254650810128253,0.0301236388173999
"Raw253",0.0631687015767653,-0.0107180786472063,0.0350714090480644,-0.0792702004838012
"Raw254",-0.027122722105733,-0.0297486427579462,-0.0196390148643592,0.0239913799407635
"Raw255",-0.0203612862136421,-0.0303144981732632,-0.0334598719970823,-0.00386656939444485
"Raw256",0.0307992362071665,0.0603190761403282,0.0181036625566641,0.0684802055521329
"Raw257",0.0265786061294413,-0.0256553491110643,0.0349159235643721,0.00700307987327197
"Raw258",0.0356117152453926,-0.0686549184943043,-0.0444669357283979,-0.134542464397267
"Raw259",-0.0266400443987457,-0.015191443732415,0.0535366381547682,-0.0397559463742535
"Raw260",-0.0329148136415753,0.0414252033853648,0.0287969881089402,-0.0331514056591628
"Raw261",0.0383448386238139,-0.0910851791903826,0.0245301080860461,0.0339810760796389
"Raw262",0.013003321632594,0.0368513608500393,-0.0449323212132179,-0.0169102261363138
"Raw263",0.0214139755842038,-0.0992694355422827,0.0523801627103503,0.0510558011753056
"Raw264",0.0211687060217708,-0.0167483301401588,0.0124621520934403,0.051170567431553
"Raw265",0.0737980740960714,-0.0050088948132991,-0.0113892286273792,0.0302682442930665
"Raw266",0.0196399241095209,-0.0533634510505016,0.0837740603399464,-0.0120007636051727
"Raw267",0.0206466150628025,-0.0159564894107081,0.060323910416355,-0.00297513198840882
"Raw268",0.0786159843486897,0.00813534699191044,-0.0415730672807922,0.0118102544655301
"Raw269",-0.0106464004031396,-0.0293993636050998,-0.00188072717316365,0.0219126452936553
"Raw270",0.0632397308813911,0.00860183968524864,-0.0188201487828621,0.0546677865418837
"Raw271",0.0353075843143924,-0.0023117929881111,0.0200749603419179,0.0318123293116863
"Raw272",0.0119817989472671,0.0802522893452812,0.0337536858017301,0.130964800472276
"Raw273",0.0377385677944882,-0.00935428598801536,-0.0235176131479395,-0.0122540605094372
"Raw274",0.0109552049485777,-0.0645694858724328,0.041892803072122,0.0273994190028456
"Raw275",0.0278758138032085,-0.0927570436165711,0.0210917080151969,-0.0135135420162395
"Raw276",-0.0132992251326414,-0.0178885743582147,-0.0167299697238766,-0.0169360648943867
"Raw277",0.000393990046268456,0.0209708012080018,-0.0209804213851493,-0.0812883543558699
"Raw278",0.0135092839727134,-0.0319572335799031,0.0895896524487409,-0.0471477786646368
"Raw279",0.0248620315017665,0.0554372775534014,0.0674196986561137,0.00364868311895044
"Raw280",-0.0277177751262815,-0.0230250834027453,-0.0361179639842487,-0.0362300448757996
"Raw281",0.0479213900430259,-0.05291516832849,0.0401723475275936,0.0491166576242326
"Raw282",0.0119518676312275,0.00515558530224873,-0.0550122860473616,0.0395954052488618
"Raw283",-0.0666289712819352,0.0856585351159401,0.0797111719508901,0.018386945827493
"Raw284",0.0404621959953139,0.0187784329565498,0.0799470005061344,-0.00851970551546765
"Raw285",-0.0588191483775796,0.0268676103341739,-0.0328153610198293,0.05711684290049
"Raw286",0.0223254429006505,0.0251119012831566,-0.0799021511283937,-0.0127933250357764
"Raw287",-0.0246588998037255,-0.00873913353538442,-0.113149142124479,-0.0289462066006515
"Raw288",-0.0536596222561467,-0.0148052239925267,-0.0485278605767998,0.0301813205928264
"Raw289",0.0584314480030808,0.0146476830005001,-0.0429425728684112,-0.0175503383196346
"Raw290",0.0013241700682358,-0.0348223425969902,0.0536973529355611,0.0445205184160095
"Raw291",0.031726029230631,-0.0277254365249123,0.0427918651992403,0.062127704027351
"Raw292",0.0193187499686091,-0.00578716024314969,-0.00661662517285713,0.0181978626108153
"Raw293",-0.0450067889566002,-0.0172491134037408,0.01085151395374,-0.052492743816686
"Raw294",0.0308691084395973,0.00362027226365763,-0.0729215958418589,-0.0298671538660349
"Raw295",0.0517962648208297,-0.127528223298006,0.0468062530510712,0.0624723877907004
"Raw296",-0.0298340171294041,0.0851046617849275,-0.0411980075434509,-0.0569133715870464
"Raw297",0.0275312032809071,0.00615985630263973,-0.0230790199071024,0.0651217355461926
"Raw298",0.00760725542097907,0.00226490469046872,-0.040128387864189,-0.00311527505903305
"Raw299",0.0335369903494654,0.0212117064917364,0.0129931215387075,0.0732968481807341
"Raw300",0.0155757901243996,0.122136844635517,0.0217748759080297,0.0486851621347142
"Raw301",-0.0567091969402547,-0.039513428863106,0.0619027302442497,0.0227448768730995
"Raw302",-0.00998931290571977,-0.0039214213428074,0.0310702317167204,-0.0125294147775419
"Raw303",-0.0566227055481726,0.0234490991587804,0.0166091606102333,0.0404567249320958
"Raw304",0.0229489856147513,-0.0597451400772433,0.0357762797513029,-0.0150800843707766
"Raw305",0.0698578518516387,0.0461312792381316,-0.0152461486302455,0.0420621869667564
"Raw306",-0.0164434930168075,-0.0226785961370371,-0.0512519422281966,0.0231050811981338
"Raw307",-0.0556689385833214,0.0143726695612419,-0.0487154324774633,0.0343323400435278
"Raw308",-0.0728771325544944,0.0751065528387415,-0.00494443919519774,0.0167665754312857
"Raw309",-0.00788549819406944,0.00880789447777939,-0.03216427736153,-0.00559037930178148
"Raw310",0.130352406425546,-0.0721627141670326,-0.0563884785128719,-0.0428683206966919
"Raw311",0.0269803904553366,-0.0266209234657227,-0.0227754501691956,0.0358349698820885
"Raw312",0.0846650756369629,0.0531159350209322,0.0586392553600307,0.041114313324697
"Raw313",0.017533066326816,-0.0329229979182899,0.0139849610961272,0.0247642664394247
"Raw314",0.00782699427630776,0.114367896356122,0.00311350090810941,0.0171325527795818
"Raw315",0.074594457210138,0.0347742488738123,-0.0689857216789144,-0.0842060106372269
"Raw316",0.0604006734446193,0.0537312258550484,0.00306237879360121,0.021251790842922
"Raw317",0.0540778272733524,-0.0659120027372221,-0.0136227400378019,0.0398578533175502
"Raw318",0.0274441773178007,-0.0850296094468524,-0.00189120977196628,0.035662647140512
"Raw319",-0.0506148838109681,-0.00585291979889697,-0.0384198955942113,0.00713499456454957
