"V1","V2","V3","V4","V5","V6"
"C338",0.0377964473009227,-0.0372279196976292,0,-0.0204496721724991,0,-0.0391597943861823
"C339",0.0377964473009227,-0.047616155603509,0,-0.0118502108733908,0,-0.0116830697591052
"C340",0.0377964473009227,0.0386280192081557,0.0153663531213256,0,0,0
"C341",0.0377964473009227,0.0338512644118228,0.00823706362557655,0,0,0
"C342",0.0377964473009227,-0.0328613693390937,0,-0.0352889250928374,0,-0.0343862272385825
"C343",0.0377964473009227,-0.047800964234433,0,0.0177864287380679,0.00397114304273412,0
"C344",0.0377964473009227,0.0270637768096896,0.0334608081637735,0,0,0
"C345",0.0377964473009227,0.0159136514355924,0.0481907913937452,0,0,0
"C346",0.0377964473009227,0.0146637774711509,0.0384515470406886,0,0,0
"C347",0.0377964473009227,0.0626520850077232,-0.0683761670608079,0,0,0
"C348",0.0377964473009227,0.00271833935478966,0.0481712249889852,0,0,0
"C349",0.0377964473009227,0.0125527246805629,0.0483181862484196,0,0,0
"C350",0.0377964473009227,0.0138408797873658,0.0543797030913042,0,0,0
"C351",0.0377964473009227,-0.0523593058834861,0,0.0176753986387655,-0.00018700335356579,0
"C352",0.0377964473009227,0.0312080397235388,0.0167701255849615,0,0,0
"C353",0.0377964473009227,0.0453767590301118,0.00753062085421582,0,0,0
"C354",0.0377964473009227,0.0546091588400323,-0.0403093395558649,0,0,0
"C355",0.0377964473009227,0.0363149790104246,0.019095676251885,0,0,0
"C356",0.0377964473009227,-0.00197538871254944,0,-0.0431233108150935,0,-0.0372570099010685
"C357",0.0377964473009227,-0.02479456247822,0,-0.0120944379438178,0,0.105746317865709
"C358",0.0377964473009227,0.0697397638436188,-0.0860120986222272,0,0,0
"C359",0.0377964473009227,-0.0644073555168425,0,0.139654687454154,-0.00186541410780553,0
"C360",0.0377964473009227,0.0644327149172161,-0.078545633799781,0,0,0
"C361",0.0377964473009227,-0.0248080967673606,0,-0.0208782114220016,0,0.0796917263042399
"C362",0.0377964473009227,0.0536511870041709,-0.0568121676327407,0,0,0
"C363",0.0377964473009227,-0.0656168529953414,0,0.148636747795347,-0.00900256419848101,0
"C364",0.0377964473009227,-0.0437338259962209,0,6.70484560202674e-05,0.00577708692101347,0
"C365",0.0377964473009227,0.027434540998396,0.0192202706546785,0,0,0
"C366",0.0377964473009227,0.0176366039719881,0.0327410083548944,0,0,0
"C367",0.0377964473009227,-0.0141390229121689,0,-0.04290223121652,0,-0.0371941774956923
"C368",0.0377964473009227,-0.00598277026160292,0,-0.0489414080926635,0,0.0173559890324561
"C369",0.0377964473009227,-0.0197287166583243,0,-0.0393077563555429,0,0.0480607937137255
"C370",0.0377964473009227,0.00921417225914106,0.0502771433193203,0,0,0
"C371",0.0377964473009227,0.00509084607516106,0.0527750113014418,0,0,0
"C372",0.0377964473009227,0.020795153070213,0.0299914145743387,0,0,0
"C373",0.0377964473009227,0.00696234968076127,0.0470921262503875,0,0,0
"C374",0.0377964473009227,0.0120101664706843,0.0559255617294041,0,0,0
"C375",0.0377964473009227,0.0667509614721074,-0.0760843186226912,0,0,0
"C376",0.0377964473009227,0.0651518887096177,-0.0996977015275603,0,0,0
"C377",0.0377964473009227,-0.0261783795547493,0,-0.0233492698256171,0,0.0275091507416143
"C378",0.0377964473009227,-0.0563918121171087,0,0.0480972597668931,-0.00110875925375491,0
"C379",0.0377964473009227,-0.0640193213187696,0,0.0824850659237188,-0.000523741122784649,0
"C380",0.0377964473009227,0.0582457811040062,-0.0572652667993041,0,0,0
"C381",0.0377964473009227,0.0372761102496282,0.00195558920647455,0,0,0
"C382",0.0377964473009227,-0.0419633905382357,0,-0.0217348764807742,0,-0.0643925597442563
"C383",0.0377964473009227,-0.00376441278106789,0,-0.0359844715021292,0,0.00751936128715353
"C384",0.0377964473009227,-0.0553559058392345,0,0.0180795920161501,0.000144751901343057,0
"C385",0.0377964473009227,0.0223447381092027,0.0306420097106485,0,0,0
"C386",0.0377964473009227,-0.0336702010862908,0,-0.0347327936852571,0,-0.0538325120554395
"C387",0.0377964473009227,0.0181137716372596,0.0431560290682868,0,0,0
"C388",0.0377964473009227,-0.0568651198053569,0,0.0202628606341988,-0.00150539971212672,0
"C389",0.0377964473009227,-0.0239027876587405,0,-0.0393100377372121,0,0.0124468567342291
"C390",0.0377964473009227,0.0647488715228534,-0.0803237086258661,0,0,0
"C391",0.0377964473009227,-0.00389183009101151,0,-0.0371660162698358,0,0.0133853018113363
"C392",0.0377964473009227,-0.00780908281231409,0,-0.0471249504600138,0,-0.0293848759510999
"C393",0.0377964473009227,-0.0102395745675878,0,-0.0476876418696975,0,-0.0640720438932101
"C394",0.0377964473009227,0.0139276183249355,0.0425460164630806,0,0,0
"C395",0.0377964473009227,-0.0384153645302665,0,-0.00723856850309036,0,-0.0525763929153075
"C396",0.0377964473009227,-0.0339699477023256,0,-0.0231132682058433,0,-0.0447292707477777
"C397",0.0377964473009227,0.0331138520010082,0.0162197090467609,0,0,0
"C398",0.0377964473009227,0.00350948569203799,0.0534186042686961,0,0,0
"C399",0.0377964473009227,0.0250618303432244,0.0381601395452104,0,0,0
"C400",0.0377964473009227,-0.0385197702898495,0,-0.0244389850808582,0,-0.0443668787912695
"C401",0.0377964473009227,-0.0266123962900618,0,-0.0253691946758019,0,0.0848645861014396
"C402",0.0377964473009227,0.0557394647781065,-0.0506603311325975,0,0,0
"C403",0.0377964473009227,0.046723987802927,-0.00975740781704173,0,0,0
"C404",0.0377964473009227,-0.0311311808144055,0,-0.0144179169068103,0,-0.0454603543366304
"C405",0.0377964473009227,-0.01851519318875,0,-0.0312410113461971,0,0.0620026454017228
"C406",0.0377964473009227,0.0159505758178087,0.0349410681767769,0,0,0
"C407",0.0377964473009227,0.045507986253336,-0.0272112869391934,0,0,0
"C408",0.0377964473009227,0.0674275456660473,-0.103191372270391,0,0,0
"C409",0.0377964473009227,-0.0457152680898621,0,-0.00307484712321962,0,-0.0893466815441769
"C410",0.0377964473009227,0.00378076668764254,0.04697336908842,0,0,0
"C411",0.0377964473009227,-0.0294246333751184,0,-0.0243314152433569,0,0.0933921435758727
"C412",0.0377964473009227,-0.031219355505672,0,-0.019813393640313,0,-0.060659241460999
"C413",0.0377964473009227,0.0150916404568799,0.0331046932249913,0,0,0
"C414",0.0377964473009227,-0.0191180324713072,0,-0.0412932553134497,0,-0.0803223581696356
"C415",0.0377964473009227,0.0163050417177824,0.0387000874819589,0,0,0
"C416",0.0377964473009227,-0.0165737088251655,0,-0.0449538872446263,0,-0.0385290394890764
"C417",0.0377964473009227,0.0637679424052619,-0.106952875139972,0,0,0
"C418",0.0377964473009227,-0.0296768763163421,0,-0.00308678766695805,0,0.123060403045235
"C419",0.0377964473009227,-0.0266415177102365,0,-0.0230249057645416,0,0.0661877709459314
"C420",0.0377964473009227,0.0278625875088703,0.018941830005804,0,0,0
"C421",0.0377964473009227,-0.0453799247901452,0,-0.00570625609490867,0,0.0157921099184127
"C422",0.0377964473009227,0.0301277700412828,-0.00540697918571301,0,0,0
"C423",0.0377964473009227,-0.0272290561889303,0,-0.0366700016114635,0,0.0752064810175567
"C424",0.0377964473009227,0.0212020564276155,0.0234154990680696,0,0,0
"C425",0.0377964473009227,0.0460873217588516,-0.0135090054247516,0,0,0
"C426",0.0377964473009227,0.00639015401857466,0.0562038692645295,0,0,0
"C427",0.0377964473009227,-0.00508930735444211,0,-0.0527142283216804,0,0.0367364728797155
"C428",0.0377964473009227,-0.0429878044129937,0,0.00290260511915352,0.00454425984159016,0
"C429",0.0377964473009227,0.00978710871716602,0.0433557011243656,0,0,0
"C430",0.0377964473009227,0.0531874633334298,-0.0433270533385639,0,0,0
"C431",0.0377964473009227,-0.0629169560656519,0,0.133773638978108,0.000439824641839609,0
"C432",0.0377964473009227,0.0613573139480555,-0.0857156063365889,0,0,0
"C433",0.0377964473009227,0.0143966550885559,0.0523372715975789,0,0,0
"C434",0.0377964473009227,0.0605770930230613,-0.0749787251459134,0,0,0
"C435",0.0377964473009227,0.0700035194235619,-0.104064587621642,0,0,0
"C436",0.0377964473009227,0.0167312631871844,0.0347843432880937,0,0,0
"C437",0.0377964473009227,-0.0653638855611002,0,0.131689568733739,0.000132565885088966,0
"C438",0.0377964473009227,0.0152219159790779,0.0449489357693924,0,0,0
"C439",0.0377964473009227,0.0158821880307256,0.0334416997869864,0,0,0
"C440",0.0377964473009227,0.0386444233259242,-0.0168760151004765,0,0,0
"C441",0.0377964473009227,0.00189263709151672,0.0632656083677247,0,0,0
"C442",0.0377964473009227,0.0117189684177011,0.0526106546122342,0,0,0
"C443",0.0377964473009227,0.0525287176033766,-0.0382329139077194,0,0,0
"C444",0.0377964473009227,0.00920796397055526,0.0462354200458004,0,0,0
"C445",0.0377964473009227,-0.0149561564240884,0,-0.0510026450130857,0,-0.00127707108816934
"C446",0.0377964473009227,-0.0248789078094285,0,-0.0235070564956294,0,0.0997829904554397
"C447",0.0377964473009227,-0.0211983577115433,0,-0.0255462894748299,0,0.0664543131555868
"C448",0.0377964473009227,-0.0194923047443377,0,-0.0227936707052658,0,0.0416322778961801
"C449",0.0377964473009227,-0.0595102987471828,0,0.131535634321253,0.00269621630312901,0
"C450",0.0377964473009227,-0.00695730239006362,0,-0.0428602204385091,0,0.00685432661621951
"C451",0.0377964473009227,0.0611745021246795,-0.0632887155541282,0,0,0
"C452",0.0377964473009227,-0.00197308027816892,0,-0.0483974401003527,0,-0.0493681426280455
"C453",0.0377964473009227,-0.00418829980766008,0,-0.0426106026667071,0,-0.0648506960781737
"C454",0.0377964473009227,-0.0620625336980151,0,0.0892432355569449,0.00316450319189708,0
"C455",0.0377964473009227,0.0635240036648685,-0.0878743463966388,0,0,0
"C456",0.0377964473009227,0.0650532805474899,-0.0779710873369018,0,0,0
"C457",0.0377964473009227,0.00622061126252586,0.0343353573874826,0,0,0
"C458",0.0377964473009227,0.0451414380361779,-0.0130304781929099,0,0,0
"C459",0.0377964473009227,-0.00939439209056218,0,-0.0358837843035769,0,0.0101207537386414
"C460",0.0377964473009227,0.0333858873651254,0.0126620868064437,0,0,0
"C461",0.0377964473009227,-0.0304496333823726,0,-0.011446914138672,0,0.114970864049152
"C462",0.0377964473009227,0.0139466060133228,0.0343418110607068,0,0,0
"C463",0.0377964473009227,-0.041803860491212,0,0.00156803576020506,-0.196405339526426,0
"C464",0.0377964473009227,-0.0187277442890894,0,-0.0470945995605961,0,-0.0413500197557317
"C465",0.0377964473009227,0.00646944372130333,0.052565436210277,0,0,0
"C466",0.0377964473009227,0.0226223892886243,0.0391519863319346,0,0,0
"C467",0.0377964473009227,0.0152530176176144,0.038861347727957,0,0,0
"C468",0.0377964473009227,-0.036048454899282,0,-0.0215499152314287,0,-0.0556342297736953
"C469",0.0377964473009227,0.0279242427338415,0.0174570063266924,0,0,0
"C470",0.0377964473009227,-0.0542874294311658,0,0.0598747901361788,0.0126769818266998,0
"C471",0.0377964473009227,-0.0140981773105795,0,-0.048719636742161,0,-0.0311063926302532
"C472",0.0377964473009227,0.0236421217805268,0.0206789547913903,0,0,0
"C473",0.0377964473009227,-0.0370550119875191,0,-0.00315277141450169,0,0.0560320203046992
"C474",0.0377964473009227,-0.0293909168834679,0,-0.0264464213514196,0,-0.0457260725059785
"C475",0.0377964473009227,-0.0363952041377114,0,-0.0100163447191956,0,-0.0393837418601227
"C476",0.0377964473009227,-0.0276621106332214,0,-0.0264162955233841,0,-0.0520384223473411
"C477",0.0377964473009227,-0.0481957067338712,0,-0.000526503934167588,0,-0.00216750872609544
"C478",0.0377964473009227,-0.0197701689503156,0,-0.0309783349248719,0,0.0550749837259635
"C479",0.0377964473009227,0.00878757732934876,0.0527592303784771,0,0,0
"C480",0.0377964473009227,-0.00893613361012858,0,-0.0434847247341009,0,-0.0331424391054928
"C481",0.0377964473009227,0.0715796694803023,-0.107723084130389,0,0,0
"C482",0.0377964473009227,-0.0374676852419844,0,-0.0211919211266295,0,-0.0752300038511744
"C483",0.0377964473009227,0.0636667322014847,-0.0872630526794857,0,0,0
"C484",0.0377964473009227,-0.0189803018372339,0,-0.0342119590580652,0,0.0123606512034324
"C485",0.0377964473009227,-0.0580940300622945,0,0.113197624731294,0.0137242375670378,0
"C486",0.0377964473009227,0.0683531686278443,-0.113263126299314,0,0,0
"C487",0.0377964473009227,0.0212184314531215,0.0486043347828363,0,0,0
"C488",0.0377964473009227,-0.0613447455824725,0,0.1396632294162,0.00225577103369214,0
"C489",0.0377964473009227,-0.0612173901708681,0,0.0746185807164522,0.00160094128459985,0
"C490",0.0377964473009227,0.0275995366523095,0.0187758843081016,0,0,0
"C491",0.0377964473009227,0.0633680835932613,-0.0690411977149502,0,0,0
"C492",0.0377964473009227,0.0422919088863747,-0.0055259402383305,0,0,0
"C493",0.0377964473009227,-0.0408718807708293,0,-0.00577941551980079,0,-0.0426248404371926
"C494",0.0377964473009227,-0.0184082954241258,0,-0.0428725694968292,0,-0.0181785049255145
"C495",0.0377964473009227,0.00306763092927393,0.0600501188882296,0,0,0
"C496",0.0377964473009227,0.0602445704891305,-0.070547325401945,0,0,0
"C497",0.0377964473009227,0.0669864620604831,-0.11337376475329,0,0,0
"C498",0.0377964473009227,-0.0496833766260661,0,0.0116514266930657,0.00613291673687979,0
"C499",0.0377964473009227,-0.0288450195681774,0,-0.0301142753361925,0,0.0627168616628704
"C500",0.0377964473009227,-0.0122635998279507,0,-0.0433740575478216,0,-0.023529837977411
"C501",0.0377964473009227,-0.0318127568703611,0,-0.0124023785091036,0,0.111665309894497
"C502",0.0377964473009227,0.0133938452432794,0.05447881345028,0,0,0
"C503",0.0377964473009227,-0.0477099081574732,0,-0.00233568359363685,0,-0.0303358391929203
"C504",0.0377964473009227,-0.0629343070286678,0,0.0969146954302103,0.00418157500814441,0
"C505",0.0377964473009227,-0.0267563414904993,0,-0.0242822853720519,0,0.109786791146658
"C506",0.0377964473009227,-0.010495067150454,0,-0.0391548723504403,0,0.042626540699001
"C507",0.0377964473009227,-0.033066188210586,0,-0.00196332704659284,0,0.116645959928188
"C508",0.0377964473009227,-0.0465622449384271,0,0.0102538642629346,-0.00347851426919976,0
"C509",0.0377964473009227,-0.0285637311076746,0,-0.0373747102603011,0,-0.0372350160530632
"C510",0.0377964473009227,0.0194557642816634,0.0521442783686714,0,0,0
"C511",0.0377964473009227,-0.0187843600664987,0,-0.0350951278389306,0,0.0349168937521248
"C512",0.0377964473009227,0.0674850642568218,-0.109614463316568,0,0,0
"C513",0.0377964473009227,0.0171704530093221,0.0447832892884876,0,0,0
"C514",0.0377964473009227,-0.0122775115543868,0,-0.0406868487487338,0,0.0456409793455678
"C515",0.0377964473009227,-0.0271411825255773,0,-0.0135863338849183,0,0.0893396432686681
"C516",0.0377964473009227,-0.0507977268178576,0,0.0336162896467211,0.00194775849290739,0
"C517",0.0377964473009227,-0.0296474387786243,0,-0.0163011737988644,0,0.0825442435950992
"C518",0.0377964473009227,-0.026099436270106,0,-0.0378963026644949,0,-0.0699130938370758
"C519",0.0377964473009227,-0.0285786541269251,0,-0.0098183367136862,0,0.0766445756839098
"C520",0.0377964473009227,0.0189095367914425,0.0459540381604071,0,0,0
"C521",0.0377964473009227,0.0292320395617171,0.0183432099738885,0,0,0
"C522",0.0377964473009227,0.0451741041173513,-0.0229643923751236,0,0,0
"C523",0.0377964473009227,-0.00530401206677052,0,-0.0503627660380081,0,-0.0254750155313085
"C524",0.0377964473009227,0.0421481733886271,0.000349095096351377,0,0,0
"C525",0.0377964473009227,0.0459859853887372,-0.0212892165839088,0,0,0
"C526",0.0377964473009227,0.00642787371852422,0.0527609027275084,0,0,0
"C527",0.0377964473009227,-0.0285046427786274,0,-0.0143033571344503,0,0.0916737420329484
"C528",0.0377964473009227,-0.0618352884874014,0,0.145006656267498,0.00588720614506608,0
"C529",0.0377964473009227,-0.0522686530247215,0,0.0267508310389978,0.144426123216081,0
"C530",0.0377964473009227,-0.017505307196357,0,-0.0300010860756817,0,0.0562145043094185
"C531",0.0377964473009227,0.0227666591459729,0.0402549583221486,0,0,0
"C532",0.0377964473009227,0.0531520697225485,-0.0416292258083897,0,0,0
"C533",0.0377964473009227,0.0668481081503056,-0.0970516990589081,0,0,0
"C534",0.0377964473009227,-0.0351187516990711,0,-0.0284254421712712,0,-0.0580745265015162
"C535",0.0377964473009227,-0.06040004561101,0,0.0913768050280172,-0.00632480752573345,0
"C536",0.0377964473009227,-0.0608440948122696,0,0.137289206678943,-0.00594443154237003,0
"C537",0.0377964473009227,0.0513208492055067,-0.0284834291156756,0,0,0
"C538",0.0377964473009227,-0.062691153758842,0,0.144462873924623,-0.00219740440747819,0
"C539",0.0377964473009227,-0.036594587267254,0,-0.0140571172834955,0,-0.0778865194360263
"C540",0.0377964473009227,-0.00567438309909794,0,-0.0489920024770277,0,-0.0369082829177981
"C541",0.0377964473009227,0.0179425234450029,0.0349195671570486,0,0,0
"C542",0.0377964473009227,0.0074592644676586,0.0359871997896228,0,0,0
"C543",0.0377964473009227,-0.0083004480176255,0,-0.0461426338263269,0,-0.0455247832462807
"C544",0.0377964473009227,-0.0335388399943849,0,-0.02073622617555,0,-0.0659091341396892
"C545",0.0377964473009227,0.0184094875920338,0.0370403249010073,0,0,0
"C546",0.0377964473009227,0.00796444657971609,0.03101607109021,0,0,0
"C547",0.0377964473009227,0.015083071719092,0.0346308879682226,0,0,0
"C548",0.0377964473009227,-0.0106110557869345,0,-0.0446240322068105,0,0.0290033230806187
"C549",0.0377964473009227,-0.0180502137901772,0,-0.0314783095903887,0,0.0682890972742139
"C550",0.0377964473009227,0.00175325940151441,0.0404487574605821,0,0,0
"C551",0.0377964473009227,0.00160790155639283,0.0572110526817729,0,0,0
"C552",0.0377964473009227,-0.0116565640010644,0,-0.0385758771460799,0,-0.0260693803334764
"C553",0.0377964473009227,0.0407675711154482,0.00115578824748488,0,0,0
"C554",0.0377964473009227,0.0528709913626661,-0.0239857974793065,0,0,0
"C555",0.0377964473009227,0.0682849519366146,-0.105834934219698,0,0,0
"C556",0.0377964473009227,0.0100198939385613,0.0415129829385065,0,0,0
"C557",0.0377964473009227,0.0205805962781756,0.0337798379118692,0,0,0
"C558",0.0377964473009227,0.0519916262306435,-0.037085793674101,0,0,0
"C559",0.0377964473009227,-0.00341077567087573,0,-0.0432717548543096,0,-0.0159596154640799
"C560",0.0377964473009227,0.0148283741985949,0.0413695923201521,0,0,0
"C561",0.0377964473009227,-0.0276800663220576,0,-0.0202107859610674,0,0.0376821027433316
"C562",0.0377964473009227,0.0308555062548055,0.0279380047745631,0,0,0
"C563",0.0377964473009227,-0.0193937215989903,0,-0.0490535331244002,0,-0.0287302633185502
"C564",0.0377964473009227,-0.0154365474390093,0,-0.0475085298771914,0,0.0151930754561196
"C565",0.0377964473009227,-0.0185000045504703,0,-0.0355268545831969,0,-0.0487260308384764
"C566",0.0377964473009227,0.0127201216638884,0.0551524470471507,0,0,0
"C567",0.0377964473009227,0.0623871274704681,-0.0643078057410295,0,0,0
"C568",0.0377964473009227,0.0133390743154561,0.050077868787609,0,0,0
"C569",0.0377964473009227,-0.0334950524896031,0,-0.0103861769010952,0,0.115194872617547
"C570",0.0377964473009227,0.0464581242985334,-0.0261445268219205,0,0,0
"C571",0.0377964473009227,-0.0510666512617507,0,0.0423654109437664,0.0242535027956131,0
"C572",0.0377964473009227,0.0122203867737013,0.0459152329284444,0,0,0
"C573",0.0377964473009227,-0.0070518883321039,0,-0.0409043900341115,0,0.0152061675066631
"C574",0.0377964473009227,0.056782306623082,-0.0526805602454917,0,0,0
"C575",0.0377964473009227,0.012532440720541,0.0454061679050767,0,0,0
"C576",0.0377964473009227,-0.00325786065781673,0,-0.0409535773380883,0,-0.0665369468632213
"C577",0.0377964473009227,-0.00406047040255373,0,-0.0328777909537178,0,-0.0264338786663944
"C578",0.0377964473009227,-0.0361203988905054,0,-0.0167317765637379,0,-0.0379408526699155
"C579",0.0377964473009227,-0.00582505152621829,0,-0.0396804676911175,0,-0.0439313888573407
"C580",0.0377964473009227,0.0534863832812528,-0.0508342835276038,0,0,0
"C581",0.0377964473009227,-0.0174227463594888,0,-0.0463742726388265,0,-0.0331421948672955
"C582",0.0377964473009227,-0.0097645680974339,0,-0.0410662642392794,0,-0.0200392769475329
"C583",0.0377964473009227,-0.0473746522177577,0,0.000976435760545108,0.213669636860861,0
"C584",0.0377964473009227,0.0151338360979272,0.0460868483614693,0,0,0
"C585",0.0377964473009227,-0.0127695309040917,0,-0.0378259297544332,0,0.048731974477827
"C586",0.0377964473009227,-0.0342099507049224,0,-0.0152127421951456,0,-0.0564068860080906
"C587",0.0377964473009227,0.0174129799607925,0.0554305961422348,0,0,0
"C588",0.0377964473009227,-0.025434778327097,0,-0.0227853408455846,0,0.0825857404385299
"C589",0.0377964473009227,0.0150952022319572,0.036542488819957,0,0,0
"C590",0.0377964473009227,-0.0348183625875206,0,0.00107222550568069,-0.392863289475478,0
"C591",0.0377964473009227,-0.0490428063556941,0,0.018985818305327,-0.00852182647938674,0
"C592",0.0377964473009227,0.0496677699997945,-0.0356391507142547,0,0,0
"C593",0.0377964473009227,0.0171661407093226,0.0399814560579936,0,0,0
"C594",0.0377964473009227,0.0148897676728735,0.0427073582025158,0,0,0
"C595",0.0377964473009227,0.0118994317347728,0.049280447318271,0,0,0
"C596",0.0377964473009227,0.0211991575795528,0.0414407393326154,0,0,0
"C597",0.0377964473009227,-0.00735266115227925,0,-0.0362630009575932,0,-0.0151059643627208
"C598",0.0377964473009227,-0.0244059820216097,0,-0.0338178865337524,0,-0.0260239346898706
"C599",0.0377964473009227,0.0223733075416088,0.0136762729634748,0,0,0
"C600",0.0377964473009227,-0.0635487685789186,0,0.144573304895951,-0.00387276743269154,0
"C601",0.0377964473009227,0.00187780726449073,0.058860130078174,0,0,0
"C602",0.0377964473009227,-0.0249109924878424,0,-0.0486333861282324,0,0.0183405076311916
"C603",0.0377964473009227,0.00454276363772578,0.0458569104206076,0,0,0
"C604",0.0377964473009227,0.0174265868362725,0.0395620017205514,0,0,0
"C605",0.0377964473009227,-0.0436088202891928,0,0.0107683085591667,0.00431503073196228,0
"C606",0.0377964473009227,-0.0520368119827847,0,0.0114362382321072,0.00185230341483352,0
"C607",0.0377964473009227,0.0165389029958481,0.0395492148059168,0,0,0
"C608",0.0377964473009227,0.0466505293419968,-0.0306642012053612,0,0,0
"C609",0.0377964473009227,-0.0490023732021672,0,0.00876317188825004,0.000275043447751779,0
"C610",0.0377964473009227,0.00198302256769157,0.0536661552778185,0,0,0
"C611",0.0377964473009227,-0.0665766284294417,0,0.140123536295705,0.000814266209545843,0
"C612",0.0377964473009227,-0.0277333552980641,0,-0.0351745034459019,0,-0.0442580678624868
"C613",0.0377964473009227,0.0410967629686598,0.00664918473809404,0,0,0
"C614",0.0377964473009227,-0.0161299810598717,0,-0.0358140627879477,0,-0.0437840665867515
"C615",0.0377964473009227,0.0533712800485429,-0.0384594773327614,0,0,0
"C616",0.0377964473009227,0.0223223097364544,0.0367781664727972,0,0,0
"C617",0.0377964473009227,-0.064267794211962,0,0.106188496655402,0.0044741296221,0
"C618",0.0377964473009227,0.0408540005298858,-0.000190265455388474,0,0,0
"C619",0.0377964473009227,0.0511169513027553,-0.0412627861463147,0,0,0
"C620",0.0377964473009227,0.0153685543381496,0.0432910999506807,0,0,0
"C621",0.0377964473009227,0.0725442049480354,-0.107074132401398,0,0,0
"C622",0.0377964473009227,-0.0249915101004834,0,-0.00498220346099957,0,0.0901849037949309
"C623",0.0377964473009227,0.0131572450815021,0.0477820494219806,0,0,0
"C624",0.0377964473009227,0.0520181747869932,-0.0398921986207414,0,0,0
"C625",0.0377964473009227,-0.0453147324537347,0,0.00881899149860932,0.201472703934188,0
"C626",0.0377964473009227,0.0167244201151849,0.0478315547003215,0,0,0
"C627",0.0377964473009227,-0.0626428830404213,0,0.123445762320628,-0.000506261556384527,0
"C628",0.0377964473009227,0.066173357887713,-0.102034686906364,0,0,0
"C629",0.0377964473009227,0.0245867967170457,0.0373666603716497,0,0,0
"C630",0.0377964473009227,0.0466495367702066,-0.0248975627104188,0,0,0
"C631",0.0377964473009227,0.0379606885758692,-0.00556250595507938,0,0,0
"C632",0.0377964473009227,0.0257796748123302,0.00992537350880261,0,0,0
"C633",0.0377964473009227,-0.0350316242900834,0,-0.014564248759251,0,-0.0500643701654589
"C634",0.0377964473009227,-0.0523536121154778,0,0.0285715777805445,-0.00679126376923445,0
"C635",0.0377964473009227,-0.0265248826155116,0,-0.0352171141835189,0,-0.039181578039707
"C636",0.0377964473009227,-0.0106795581568031,0,-0.0243532292109652,0,-0.0797252384872916
"C637",0.0377964473009227,-0.0441465846521011,0,0.00669806234980397,7.63640618464752e-05,0
"C638",0.0377964473009227,-0.0538934995851688,0,0.0212687566051657,0.00205868217470526,0
"C639",0.0377964473009227,0.0171786170452285,0.037921523060067,0,0,0
"C640",0.0377964473009227,0.0154303645013185,0.0517993572633025,0,0,0
"C641",0.0377964473009227,0.00753884914983729,0.0567570705145534,0,0,0
"C642",0.0377964473009227,-0.0308783467651513,0,-0.00966572647913274,0,0.1092612246295
"C643",0.0377964473009227,-0.0374411030182153,0,-0.00685518381098168,0,0.0425219482878637
"C644",0.0377964473009227,-0.0126391328888201,0,-0.0464504168409123,0,-0.0406848649191256
"C645",0.0377964473009227,-0.0449696123730576,0,-0.00967647884965789,0,0.00846584996082268
"C646",0.0377964473009227,-0.0627183061634987,0,0.147510190263895,-0.0232710661924602,0
"C647",0.0377964473009227,-0.00112285780949994,0,-0.0397248811945869,0,-0.0378794922013174
"C648",0.0377964473009227,0.0167032638696471,0.0451016757179332,0,0,0
"C649",0.0377964473009227,-0.0319058870490307,0,-0.00938116818520655,0,0.117977340418082
"C650",0.0377964473009227,0.0583942730225208,-0.0747254164053677,0,0,0
"C651",0.0377964473009227,-0.0659345243151168,0,0.13838926442535,-0.0177710268376685,0
"C652",0.0377964473009227,-0.0294531801122968,0,-0.0262145455191779,0,-0.0950710923574836
"C653",0.0377964473009227,0.011943190020741,0.0460764064669702,0,0,0
"C654",0.0377964473009227,-0.0287069311326913,0,-0.0137363967032075,0,0.104837918591102
"C655",0.0377964473009227,-0.0390457653996183,0,-0.00891742656924912,0,0.00377554338937765
"C656",0.0377964473009227,-0.0580024809046818,0,0.0507079469375731,0.00365064184743549,0
"C657",0.0377964473009227,0.00937044923602791,0.0513277611288278,0,0,0
"C658",0.0377964473009227,0.0178512402821576,0.0332553882485217,0,0,0
"C659",0.0377964473009227,-0.0265743913878305,0,-0.0197477625830788,0,0.112783380630388
"C660",0.0377964473009227,0.0551950870685505,-0.0401206046925474,0,0,0
"C661",0.0377964473009227,-0.0521220137765721,0,0.015309344021403,0.0191198509437239,0
"C662",0.0377964473009227,-0.0105739658805443,0,-0.0481156957998604,0,-0.0418949516111117
"C663",0.0377964473009227,-0.0236627214845237,0,-0.0140565267870792,0,0.0811451278038074
"C664",0.0377964473009227,-0.00158039155807341,0,-0.0491909750500601,0,-0.0385344165828519
"C665",0.0377964473009227,-0.00427155219725019,0,-0.0462502336099587,0,-0.0109534318590265
"C666",0.0377964473009227,0.0206310484120338,0.0453730099331715,0,0,0
"C667",0.0377964473009227,0.0432815751967887,-0.0159051913645133,0,0,0
"C668",0.0377964473009227,-0.0258700439278469,0,-0.0380166964254532,0,-0.064539084911973
"C669",0.0377964473009227,-0.00558894717475023,0,-0.0395388344774981,0,0.0294737516729875
"C670",0.0377964473009227,-0.0292007064574922,0,-0.0173883173413814,0,0.114362944855549
"C671",0.0377964473009227,0.0130260145768768,0.0383675937857477,0,0,0
"C672",0.0377964473009227,-0.0112544730235597,0,-0.0326364952043726,0,0.0349457855845401
