"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"C117",0.0377964473009227,-0.0328719242954973,0,0.0126211131282268,0,0,0.128194563332173,0,0,0,0,0
"C118",0.0377964473009227,-0.0440958762762732,0,0.0222279527159857,0,0,0.134264180485703,0,0,0,0,0
"C119",0.0377964473009227,0.0296240697084222,0.0622267523262881,0,0.18711649291694,0,0,0,0,0,0,0
"C120",0.0377964473009227,0.0589218181622147,-0.0500172442454533,0,0,-0.0349153092001436,0,0,0,0,0,0
"C121",0.0377964473009227,-0.00584163643724543,0,-0.0266999345033213,0,0,0,0.00082172091033268,0,0,-0.0378951880135071,0
"C122",0.0377964473009227,-0.0103916685521471,0,-0.0297684111505131,0,0,0,-0.0452439574240086,0,0,0,0
"C123",0.0377964473009227,-0.0335224545771872,0,0.0180943409343175,0,0,-0.0369397700092047,0,0,0,0,0
"C124",0.0377964473009227,0.012215196754264,0.0674066603926052,0,-0.00755246234020012,0,0,0,0,-0.0119926893109965,0,0
"C125",0.0377964473009227,0.00628051958526407,0.0341770532048891,0,0.0500176068733289,0,0,0,0,0,0,0
"C126",0.0377964473009227,0.0179144435543458,0.0620852549034647,0,0.133002139309229,0,0,0,0,0,0,0
"C127",0.0377964473009227,-0.00772655519434354,0,-0.0562590898932482,0,0,0,0.0263732116289167,0,0,-0.0341815716484158,0
"C128",0.0377964473009227,0.00681440775832317,0.0137706185992674,0,-0.119033448377335,0,0,0,0,-0.00331765823326252,0,0
"C129",0.0377964473009227,-0.00787110591719431,0,-0.0679731143630059,0,0,0,-0.0140852948371536,0,0,0,0
"C130",0.0377964473009227,-0.00739551700513915,0,0.000156757471755304,0,0,0.0240206677326389,0,0,0,0,0
"C131",0.0377964473009227,-0.0512462132281059,0,0.03848738269781,0,0,0.131211539947325,0,0,0,0,0
"C132",0.0377964473009227,-0.0217857121387892,0,-0.0154414556358382,0,0,0,-0.0260068511346952,0,0,0,0
"C133",0.0377964473009227,-0.0146654373719219,0,-0.0383922434076266,0,0,0,0.0687483384365632,0,0,-0.0840125170823862,0
"C134",0.0377964473009227,-0.0210704827170853,0,-0.000959011815824213,0,0,0,0.075996051074714,0,0,0.028431160530174,0
"C135",0.0377964473009227,-0.00504199594303314,0,-0.0364844475864177,0,0,0,-0.0837246843519058,0,0,0,0
"C136",0.0377964473009227,-0.056790469869095,0,0.0894020092166712,0,0,0.0163261545893974,0,0,0,0,0
"C137",0.0377964473009227,-0.0195609920831846,0,-0.028790967672794,0,0,0,0.0364694235654682,0,0,0.084040574286392,0
"C138",0.0377964473009227,-0.0203910023206382,0,-0.0419758782801364,0,0,0,0.0611897399846002,0,0,-0.0877780216297218,0
"C139",0.0377964473009227,0.0516413888492574,-0.0314623349850439,0,0,-0.0972178099200176,0,0,0,0,0,0
"C140",0.0377964473009227,0.0308223183842939,0.000375009903988069,0,-0.0418905365927575,0,0,0,0,-0.00236911454193502,0,0
"C141",0.0377964473009227,0.0159176887099218,0.0679221718446796,0,0.0440216954847919,0,0,0,0,0,0,0
"C142",0.0377964473009227,0.0290836056164453,-0.0275693098214275,0,0,-0.109768717947168,0,0,0,0,0,0
"C143",0.0377964473009227,-0.00720932939797917,0,-0.0188060793566542,0,0,0,0.0566464700500015,0,0,-9.4594267858159e-05,0
"C144",0.0377964473009227,-0.0538009203806126,0,0.0733240588399321,0,0,0.0479153181540489,0,0,0,0,0
"C145",0.0377964473009227,0.0360964511989624,0.00950624960961755,0,-0.19966103265512,0,0,0,0,-0.141750067457699,0,0
"C146",0.0377964473009227,-0.0369939627791471,0,0.0249814825055529,0,0,0.0813946713322627,0,0,0,0,0
"C147",0.0377964473009227,0.033196289520609,0.0324294077792087,0,0.0203537721933791,0,0,0,0,0,0,0
"C148",0.0377964473009227,-0.0247905103376128,0,-0.0109532582543483,0,0,0,0.201818951013353,0,0,-0.231446506199095,0
"C149",0.0377964473009227,0.0499383424973687,-0.0533513224542655,0,0,-0.117516338899312,0,0,0,0,0,0
"C150",0.0377964473009227,-0.0558563394369333,0,0.0989195742008435,0,0,-0.0108211868157304,0,0,0,0,0
"C151",0.0377964473009227,-0.0240993346232464,0,-0.019387364419077,0,0,0,0.0481708238910565,0,0,0.0185425145001694,0
"C152",0.0377964473009227,0.0233829839284139,0.0506620004592021,0,0.208559200961565,0,0,0,0,0,0,0
"C153",0.0377964473009227,-0.0155121040992394,0,0.0346908635919487,0,0,-0.0607144163197393,0,0,0,0,0
"C154",0.0377964473009227,-0.0516287041801358,0,0.0320701361753332,0,0,0.0482640302285569,0,0,0,0,0
"C155",0.0377964473009227,-0.0454125450431555,0,0.0484587913744948,0,0,0.0160464754490833,0,0,0,0,0
"C156",0.0377964473009227,0.0519382148014742,-0.00563288377528209,0,0,0.0429128403778654,0,0,0,0,0,0
"C157",0.0377964473009227,0.0781279977681405,-0.110587088761467,0,0,0.122918002644843,0,0,0,0,0,0
"C158",0.0377964473009227,0.0160370785511967,0.0725269882831603,0,-0.0609381763158807,0,0,0,0,0.00502011634847698,0,0
"C159",0.0377964473009227,-0.0400197782868281,0,0.0641413222956455,0,0,0.126927760357318,0,0,0,0,0
"C160",0.0377964473009227,-0.0477744427892479,0,0.0473951875152061,0,0,0.0200284820852004,0,0,0,0,0
"C161",0.0377964473009227,0.0241775071910322,0.0695120921465266,0,0.0744555408211797,0,0,0,0,0,0,0
"C162",0.0377964473009227,0.00291659430479643,0.0438045384602379,0,0.0580985450612735,0,0,0,0,0,0,0
"C163",0.0377964473009227,0.0342843901219966,-0.0258016386432273,0,0,-0.144600796139633,0,0,0,0,0,0
"C164",0.0377964473009227,0.0256298244486938,0.0307233707540622,0,0.00204059155131219,0,0,0,0,0,0,0
"C165",0.0377964473009227,-0.0268127907721355,0,0.00619355576825209,0,0,0.0854289025970569,0,0,0,0,0
"C166",0.0377964473009227,0.0407005101253643,-0.00819956457073957,0,0,-0.00394025871029969,0,0,0,0,0,0
"C167",0.0377964473009227,0.0065638114149823,0.00820806318833148,0,-0.130314904256826,0,0,0,0,-0.00860838375254122,0,0
"C168",0.0377964473009227,-0.0426577885167144,0,0.00362160590246874,0,0,0.0101599589302275,0,0,0,0,0
"C169",0.0377964473009227,-0.043398062287277,0,0.034583141269739,0,0,0.11848495394547,0,0,0,0,0
"C170",0.0377964473009227,-0.0204480505609006,0,0.000531833205727005,0,0,0.0302817742459434,0,0,0,0,0
"C171",0.0377964473009227,0.0451509204485143,0.00464870984049862,0,-0.0331457553389539,0,0,0,0,0.0440492845434083,0,0
"C172",0.0377964473009227,0.0841452906969158,-0.114119599734604,0,0,0.151816995699812,0,0,0,0,0,0
"C173",0.0377964473009227,0.0226741152355652,0.0757498400369069,0,0.0430867049779245,0,0,0,0,0,0,0
"C174",0.0377964473009227,-0.0260745318290737,0,0.00549629441331146,0,0,0.160556643319943,0,0,0,0,0
"C175",0.0377964473009227,-0.0486288005431522,0,0.0573234341211633,0,0,0.047546138482429,0,0,0,0,0
"C176",0.0377964473009227,-0.0161729644687752,0,-0.0157652119792511,0,0,0,-0.0169496429525639,0,0,0,0
"C177",0.0377964473009227,0.0781985315768454,-0.105401621012035,0,0,0.151362503408825,0,0,0,0,0,0
"C178",0.0377964473009227,0.0196513433123748,-0.0198903972842668,0,0,-0.00899111969923601,0,0,0,0,0,0
"C179",0.0377964473009227,0.0301249421418924,0.0135852706613554,0,-0.0417386158929629,0,0,0,0,-0.133667310413844,0,0
"C180",0.0377964473009227,0.0770417649171561,-0.0956165194411212,0,0,0.134295137893911,0,0,0,0,0,0
"C181",0.0377964473009227,-0.0110840341637305,0,-0.091677599457007,0,0,0,-0.00958718303893881,0,0,0,0
"C182",0.0377964473009227,-0.0226360619600314,0,-0.00562760252473204,0,0,0,-0.0541315370816131,0,0,0,0
"C183",0.0377964473009227,0.0251631766328587,0.0686896390905681,0,0.0529098982074077,0,0,0,0,0,0,0
"C184",0.0377964473009227,0.0747926576670018,-0.0800455337767701,0,0,0.0695524764950229,0,0,0,0,0,0
"C185",0.0377964473009227,-0.0194518770448578,0,-0.0106297622585001,0,0,0,-0.0307959213056207,0,0,0,0
"C186",0.0377964473009227,-0.0422310210285483,0,0.0288798430353605,0,0,0.155242853167086,0,0,0,0,0
"C187",0.0377964473009227,0.0432571956684953,0.0185833095885796,0,-0.160255446228694,0,0,0,0,0.0692034632336203,0,0
"C188",0.0377964473009227,-0.0163746145287321,0,-0.0172393429446314,0,0,0,0.0565684201299366,0,0,0.0432362642993611,0
"C189",0.0377964473009227,-0.013099644375602,0,-0.0701185387782597,0,0,0,0.0906178313707438,0,0,0.0618996758751051,0
"C190",0.0377964473009227,0.0190201942827066,0.0588095184883535,0,-0.038631804590597,0,0,0,0,0.00964306026765556,0,0
"C191",0.0377964473009227,-0.0451909141598542,0,-0.00135576028390419,0,0,0,0.0285005672288952,0,0,-0.0486973909167204,0
"C192",0.0377964473009227,-0.0235467040143753,0,-0.0294612196848447,0,0,0,0.0627484605588383,0,0,-0.077286157064181,0
"C193",0.0377964473009227,0.0752533268195946,-0.0945428368819783,0,0,0.163462673803187,0,0,0,0,0,0
"C194",0.0377964473009227,0.0300579420197472,0.0289584877801175,0,-0.0137698175647379,0,0,0,0,0.00326567545106653,0,0
"C195",0.0377964473009227,0.0235795912173704,0.0617404965829103,0,0.098422506708538,0,0,0,0,0,0,0
"C196",0.0377964473009227,-0.0260911531879129,0,-0.0406031833686595,0,0,0,0.0113919275912489,0,0,-0.23027889516469,0
"C197",0.0377964473009227,-0.0154810125462174,0,-0.0268223190576651,0,0,0,-0.0838246435969893,0,0,0,0
"C198",0.0377964473009227,-0.0560556666830161,0,0.0994655666290088,0,0,-0.00630738727602438,0,0,0,0,0
"C199",0.0377964473009227,-0.056397363227932,0,0.0801791005158193,0,0,0.0486226660731637,0,0,0,0,0
"C200",0.0377964473009227,0.0224723623886616,0.071120423619158,0,0.0257591354597625,0,0,0,0,0,0,0
"C201",0.0377964473009227,-0.0179346122981528,0,-0.0191205304957428,0,0,0,-0.00980252930457308,0,0,0,0
"C202",0.0377964473009227,-0.0621682835034304,0,0.103086410069469,0,0,-0.00537226355907272,0,0,0,0,0
"C203",0.0377964473009227,-0.00110719576561215,0,-0.102548682470447,0,0,0,-0.0891611836801245,0,0,0,0
"C204",0.0377964473009227,0.0264240022645578,0.0765214620423751,0,0.0526735583631459,0,0,0,0,0,0,0
"C205",0.0377964473009227,-0.0258023801525868,0,-0.0292988899049222,0,0,0,0.0201332311840177,0,0,0.0573486286178208,0
"C206",0.0377964473009227,-0.0115550930723287,0,-0.0160816924794932,0,0,0,0.0555927414779965,0,0,0.0372586534484158,0
"C207",0.0377964473009227,-0.0117407091642197,0,-0.0207158480761056,0,0,0,-0.0382874431868631,0,0,0,0
"C208",0.0377964473009227,0.059672275727302,-0.03579652876345,0,0,-0.115798644913746,0,0,0,0,0,0
"C209",0.0377964473009227,0.038550602575113,-0.00351778554186244,0,0,0.0184006506193216,0,0,0,0,0,0
"C210",0.0377964473009227,0.0164719715498524,0.0781643344751807,0,0.0627013429719193,0,0,0,0,0,0,0
"C211",0.0377964473009227,-0.0544098328807551,0,0.0617338526708154,0,0,0.0104197675978467,0,0,0,0,0
"C212",0.0377964473009227,-0.053602846921615,0,0.104922605410701,0,0,0.0245227115264102,0,0,0,0,0
"C213",0.0377964473009227,0.0531463392613491,-0.0464499160790779,0,0,0.0388966134225894,0,0,0,0,0,0
"C214",0.0377964473009227,-0.0166396767203778,0,-0.000311398369937851,0,0,0,-0.0563267623344819,0,0,0,0
"C215",0.0377964473009227,0.00986569270486639,-0.0156041919637417,0,0,0.00607533976375404,0,0,0,0,0,0
"C216",0.0377964473009227,-0.0207521290966057,0,-0.00727077019286253,0,0,0,0.0669449949898228,0,0,-0.0596315027705041,0
"C217",0.0377964473009227,0.0270411542411451,0.0696704354043011,0,0.0661697274555434,0,0,0,0,0,0,0
"C218",0.0377964473009227,-0.052865786986453,0,0.0864945375492931,0,0,0.00195348781472999,0,0,0,0,0
"C219",0.0377964473009227,-0.0485659278979296,0,0.104015091753392,0,0,-0.00123330372829833,0,0,0,0,0
"C220",0.0377964473009227,0.0141260026651042,0.0146403949726262,0,-0.0357415124286486,0,0,0,0,-0.000583664238560356,0,0
"C221",0.0377964473009227,0.0543038300328191,-0.0197523085558862,0,0,-0.0933829940224663,0,0,0,0,0,0
"C222",0.0377964473009227,0.0246301720354011,0.0835982769310196,0,-0.0116471777868511,0,0,0,0,0.0697088539692438,0,0
"C223",0.0377964473009227,-0.0132270969580024,0,0.00489913554019192,0,0,0.00673180602330772,0,0,0,0,0
"C224",0.0377964473009227,-0.0522847173638145,0,0.0216382734057219,0,0,0.12803701071681,0,0,0,0,0
"C225",0.0377964473009227,0.0172111344479267,-0.000721771215167676,0,0,-0.170597174703847,0,0,0,0,0,0
"C226",0.0377964473009227,0.0641211390682024,-0.0542419591301216,0,0,-0.04189204245609,0,0,0,0,0,0
"C227",0.0377964473009227,0.0379858474979246,-0.00884659296503498,0,0,0.113843168212623,0,0,0,0,0,0
"C228",0.0377964473009227,-0.0580530889236591,0,0.0989599788172531,0,0,0.0714535950540655,0,0,0,0,0
"C229",0.0377964473009227,0.0165491081277746,-0.00109412221041359,0,0,-0.146093389386367,0,0,0,0,0,0
"C230",0.0377964473009227,-0.0268856590895632,0,0.00758629601129468,0,0,-0.00723254786403206,0,0,0,0,0
"C231",0.0377964473009227,0.0232335686272921,0.0616737403045351,0,0.0751349031647871,0,0,0,0,0,0,0
"C232",0.0377964473009227,-0.021248186546203,0,0.00622883299769284,0,0,-0.0632444733979685,0,0,0,0,0
"C233",0.0377964473009227,0.0262495177478848,0.065880990227472,0,0.0942493898105502,0,0,0,0,0,0,0
"C234",0.0377964473009227,0.00635712738589729,-0.0139019852488157,0,0,-0.116932992731148,0,0,0,0,0,0
"C235",0.0377964473009227,0.0430052050757724,0.0123338763843273,0,0.019233562142544,0,0,0,0,0,0,0
