"x"
"1",0.328217296333857
"2",0.354081644353142
"3",0.0701235499983789
"4",0.0663180518739956
"5",0.0248375904290137
"6",0.0187177336673541
"7",0.0292251599880506
"8",0.0074962210856578
"9",0.00961720703331355
"10",0.00655031146054575
"11",0.00832067847848485
"12",0.00108335105064841
"13",0.0076793394406376
"14",0.00765271213038603
"15",0.00201872118380449
"16",0.00285457612321415
"17",0.00365461936498898
"18",0.00128598359696329
"19",0.00154649814513481
"20",0.000952777123396196
"21",0.00174212207116021
"22",0.00181664414866904
"23",0.000467537680338522
"24",0.000327966313869121
"25",0.00266370143614685
"26",0.00180683091566792
"27",0.00243786711826192
"28",0.00136154840812002
"29",0.000576895136999104
"30",0.000873973729719206
