"x"
"1",357.844960313067
"2",371.650221310433
"3",165.18008384792
"4",160.559676707877
"5",98.032297486221
"6",84.9996515652598
"7",106.553161362264
"8",53.5244640231335
"9",60.8710508163928
"10",50.077275102796
"11",56.6095943743017
"12",19.5605612561296
"13",54.4364933251052
"14",54.3519169386232
"15",27.5095303307209
"16",32.9123499479168
"17",37.3907450508859
"18",21.7818047361647
"19",24.0178984995452
"20",18.5924387578514
"21",25.5936532390701
"22",26.1561525522436
"23",12.6710269948277
"24",10.352989575105
"25",31.8998303619738
"26",26.1496108192827
"27",30.5290181539022
"28",22.6333409095759
"29",14.3854284865037
"30",17.9835747506118
