"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"Row63",0.0379049021789452,-0.0215651716334107,0,-0.0691226393684039,0,0,0,0.053416657178847,0,0,0,0,0,0,0.144624465831856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row64",0.0379049021789452,-0.0219118868930687,0,-0.069367099890459,0,0,0,0.0541909650805699,0,0,0,0,0,0,0.144411033482568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row65",0.0379049021789452,-0.0218883693366503,0,-0.0679545584559812,0,0,0,0.0537284259094055,0,0,0,0,0,0,0.147083250605002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row66",0.0379049021789452,-0.0221983856429552,0,-0.0661965752343749,0,0,0,0.0494777227986943,0,0,0,0,0,0,0.146450872822917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row67",0.0379049021789452,-0.0225352240646814,0,-0.0635118364438423,0,0,0,0.0447308298761671,0,0,0,0,0,0,0.148187705715177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row68",0.0379049021789452,-0.0225058716906042,0,-0.0634307366783748,0,0,0,0.0444693103233343,0,0,0,0,0,0,0.149064293215472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row69",0.0379049021789452,-0.022560228249994,0,-0.0627048993938174,0,0,0,0.0428053757739566,0,0,0,0,0,0,0.152535525353481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row70",0.0379049021789452,-0.0224039739555727,0,-0.0612385421602532,0,0,0,0.0402779644632422,0,0,0,0,0,0,0.155471344344951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row71",0.0379049021789452,-0.0223853420510871,0,-0.0605434396753063,0,0,0,0.0379774792829673,0,0,0,0,0,0,0.1564291181497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row72",0.0379049021789452,-0.0226564980236973,0,-0.0567186224620148,0,0,0,0.0337275488830207,0,0,0,0,0,0,0.165684846351546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row73",0.0379049021789452,-0.0226569179979806,0,-0.0567749359820883,0,0,0,0.0335715824623804,0,0,0,0,0,0,0.165464806297937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row74",0.0379049021789452,-0.0227783554633013,0,-0.0533351001771214,0,0,0,0.0272932015357637,0,0,0,0,0,0,0.163386479773401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row75",0.0379049021789452,-0.0229156735967314,0,-0.0527262070353683,0,0,0,0.0257097779490517,0,0,0,0,0,0,0.163320889706376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row76",0.0379049021789452,-0.0241470003241402,0,-0.0447473748231731,0,0,0,0.0117785704762057,0,0,0,0,0,0,0.171986750514867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row77",0.0379049021789452,-0.0252072283814883,0,-0.039709690236211,0,0,0,0.00551561255180135,0,0,0,0,0,0,0.174307844182784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row78",0.0379049021789452,-0.0255294662839143,0,-0.0380846568870371,0,0,0,0.00443211081975591,0,0,0,0,0,0,0.172304445521337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row79",0.0379049021789452,-0.0261133339023328,0,-0.0383232237121075,0,0,0,0.0078258813468525,0,0,0,0,0,0,0.170015614013202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row80",0.0379049021789452,-0.0261300196075752,0,-0.0381581236511493,0,0,0,0.00857784969997102,0,0,0,0,0,0,0.16891651114064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row81",0.0379049021789452,-0.0268597502991872,0,-0.0368992353561568,0,0,0,0.00694312754272256,0,0,0,0,0,0,0.168152806210322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row82",0.0379049021789452,-0.0276344915323722,0,-0.0345430084250177,0,0,0,-0.00334354744750885,0,0,0,0,0,0,0,0.179249317560513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row83",0.0379049021789452,-0.0282724753776945,0,-0.0312671844033973,0,0,0,-0.00430344412006624,0,0,0,0,0,0,0,0.186424236872166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row84",0.0379049021789452,-0.0291057919832365,0,-0.0281923816884081,0,0,0,-0.0087074445933106,0,0,0,0,0,0,0,0.193813678912383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row85",0.0379049021789452,-0.0296894285329469,0,-0.02568507148124,0,0,0,-0.0110935073784353,0,0,0,0,0,0,0,0.201910322043002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row86",0.0379049021789452,-0.0296238082531208,0,-0.0251938057273878,0,0,0,-0.0121671732731433,0,0,0,0,0,0,0,0.202400183114173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row87",0.0379049021789452,-0.029697055302957,0,-0.0255445121107449,0,0,0,-0.011687887756295,0,0,0,0,0,0,0,0.202534854978349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row88",0.0379049021789452,-0.0297457440031754,0,-0.025436286075557,0,0,0,-0.0125086632555682,0,0,0,0,0,0,0,0.20249405591778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row89",0.0379049021789452,-0.0298431243961782,0,-0.0248089904628213,0,0,0,-0.0119150603133932,0,0,0,0,0,0,0,0.203988420103716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row90",0.0379049021789452,-0.0299469969156175,0,-0.0238328670449713,0,0,0,-0.013104798921769,0,0,0,0,0,0,0,0.204915055931553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row91",0.0379049021789452,-0.0312595551331078,0,-0.0189313905022624,0,0,0,-0.0228467336857569,0,0,0,0,0,0,0,0.20389855454055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row92",0.0379049021789452,-0.0316841097135026,0,-0.0175628816255549,0,0,0,-0.0245843837068943,0,0,0,0,0,0,0,0.201793422846215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row93",0.0379049021789452,-0.0321349457168933,0,-0.0165946005999669,0,0,0,-0.0256251174873467,0,0,0,0,0,0,0,0.200377220496995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row94",0.0379049021789452,-0.0323407939670374,0,-0.014865711415237,0,0,0,-0.0306825641112709,0,0,0,0,0,0,0,0.201901096612184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row95",0.0379049021789452,-0.0327113927166302,0,-0.0148774071462151,0,0,0,-0.0318153326082648,0,0,0,0,0,0,0,0.199504222397946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row96",0.0379049021789452,-0.0327448733265884,0,-0.0138242562678294,0,0,0,-0.0326401465661215,0,0,0,0,0,0,0,0.201340159990431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row97",0.0379049021789452,-0.0327903889964322,0,-0.0139186529110415,0,0,0,-0.0325412154631618,0,0,0,0,0,0,0,0.20222299901175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row98",0.0379049021789452,-0.0337196264833065,0,-0.0115846498708052,0,0,0,-0.0352346284145572,0,0,0,0,0,0,0,0.194511680664799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row99",0.0379049021789452,-0.0338674674805519,0,-0.0108937756236506,0,0,0,-0.0382216595302411,0,0,0,0,0,0,0,0.194675221710879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row100",0.0379049021789452,-0.0339608248634904,0,-0.0101854739875064,0,0,0,-0.0372140608975427,0,0,0,0,0,0,0,0.19500308491813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row101",0.0379049021789452,-0.0339858015625905,0,-0.0101461680026392,0,0,0,-0.0372982897896436,0,0,0,0,0,0,0,0.195195875363778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row102",0.0379049021789452,-0.0337607452968881,0,-0.0108538669708646,0,0,0,-0.036648748293705,0,0,0,0,0,0,0,0.18151108481485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row103",0.0379049021789452,-0.0340680795619903,0,-0.0111131111396307,0,0,0,-0.0368479161414427,0,0,0,0,0,0,0,0.181508167410598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row104",0.0379049021789452,-0.0341659611427511,0,-0.00920609518930911,0,0,0,-0.0399026946402972,0,0,0,0,0,0,0,0.18000736948223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row105",0.0379049021789452,-0.0341184242857014,0,-0.00785640071050858,0,0,0,-0.0415673143360639,0,0,0,0,0,0,0,0.178330291374013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row106",0.0379049021789452,-0.0347631602529946,0,-0.0056322981918168,0,0,0,-0.045684670648115,0,0,0,0,0,0,0,0.167593621949441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row107",0.0379049021789452,-0.0347874899466647,0,-0.00508785166048649,0,0,0,-0.0452125185942375,0,0,0,0,0,0,0,0.166446558660624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row108",0.0379049021789452,-0.0347841450049816,0,-0.00435632769455927,0,0,0,-0.0450307464174705,0,0,0,0,0,0,0,0.161244094308334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row109",0.0379049021789452,-0.0363791524836507,0,0.000651181845821618,0,0,0.00631778685641661,0,0,0,0,0,0.11822286989288,0,0,0,0,0,0,0,0,0,-0.198955612411883,0,0,0,0,0,0,0
"Row110",0.0379049021789452,-0.0363302531224165,0,0.000283988304727633,0,0,0.00607342686992948,0,0,0,0,0,0.118092328232835,0,0,0,0,0,0,0,0,0,-0.198485299136071,0,0,0,0,0,0,0
"Row111",0.0379049021789452,-0.0363984065807767,0,0.0008886660195187,0,0,0.00627124151968544,0,0,0,0,0,0.118088838143676,0,0,0,0,0,0,0,0,0,-0.198195609529855,0,0,0,0,0,0,0
"Row112",0.0379049021789452,-0.0362634113487517,0,0.00053553057973961,0,0,0.00605166232126092,0,0,0,0,0,0.118465024767683,0,0,0,0,0,0,0,0,0,-0.195541814376169,0,0,0,0,0,0,0
"Row113",0.0379049021789452,-0.0363856948266308,0,0.0013056967111326,0,0,0.0059572170722866,0,0,0,0,0,0.117395193774113,0,0,0,0,0,0,0,0,0,-0.1943185334494,0,0,0,0,0,0,0
"Row114",0.0379049021789452,-0.0369220394706906,0,0.00299360352690085,0,0,0.00625164767574432,0,0,0,0,0,0.117833456919039,0,0,0,0,0,0,0,0,0,-0.181059677701406,0,0,0,0,0,0,0
"Row115",0.0379049021789452,-0.0368898717018969,0,0.00481314147506264,0,0,0.00630465893824771,0,0,0,0,0,0.11958232563681,0,0,0,0,0,0,0,0,0,-0.180450756311527,0,0,0,0,0,0,0
"Row116",0.0379049021789452,0.00266221094759343,0.120883590653298,0,-0.134523184890279,0,0,0,0,0.148350537203192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row117",0.0379049021789452,0.00300728915522809,0.120975792755365,0,-0.131982509297993,0,0,0,0,0.149539155822435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row118",0.0379049021789452,0.00293755755333926,0.119592267969091,0,-0.128875277603429,0,0,0,0,0.152665828753956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row119",0.0379049021789452,0.00292965288640975,0.118992780759855,0,-0.127805194169452,0,0,0,0,0.146968182601695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row120",0.0379049021789452,0.00301594984565423,0.1186326959116,0,-0.12734501422525,0,0,0,0,0.145235907976656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row121",0.0379049021789452,0.00397987107800437,0.11684377057675,0,-0.122988310373258,0,0,0,0,0.152211688082465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row122",0.0379049021789452,0.00509770782174052,0.115041418931445,0,-0.108268702862289,0,0,0,0,0.170886904605573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row123",0.0379049021789452,0.00557187199752925,0.114352410212301,0,-0.10580433516056,0,0,0,0,0.168067439276112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row124",0.0379049021789452,0.00608081564305204,0.113133419117631,0,-0.100009225517363,0,0,0,0,0.153151023220128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row125",0.0379049021789452,0.00621092914952963,0.111642729040116,0,-0.0956107972562529,0,0,0,0,0.150682111776225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row126",0.0379049021789452,0.0063903770443277,0.111542806945357,0,-0.09571361034246,0,0,0,0,0.153135260319995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row127",0.0379049021789452,0.00648135196904918,0.111261737660527,0,-0.0953320728825533,0,0,0,0,0.148748489424389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row128",0.0379049021789452,0.00703214748616982,0.11203683458154,0,-0.0937523051875739,0,0,0,0,0.157232413837729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row129",0.0379049021789452,0.00756501970328196,0.11034786551648,0,-0.0869637066686186,0,0,0,0,0.153804445991255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row130",0.0379049021789452,0.00817196623670328,0.107670289181,0,-0.0773457537078514,0,0,0,0,0.167500407190617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row131",0.0379049021789452,0.0084398819555618,0.106766870452903,0,-0.0726844468589062,0,0,0,0,0.158981467188053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row132",0.0379049021789452,0.00873737954523062,0.106223953987065,0,-0.0721583305743627,0,0,0,0,0.154945524150213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row133",0.0379049021789452,0.00875256348104548,0.106041991776356,0,-0.0719822239622303,0,0,0,0,0.15663167688539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row134",0.0379049021789452,0.00869014464924745,0.106193956474074,0,-0.0704103552977523,0,0,0,0,0.159862773884798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
