"x"
"1",0.441724386943827
"2",0.456930870255228
"3",0.0416497002153131
"4",0.0212007287229261
"5",0.000846741882753391
"6",0.0176507257927427
"7",0.014365647770711
"8",0.0011892363981056
"9",0.000166076475892518
"10",0.000100025429307687
"11",0.000620284185569741
"12",0.000455577777080133
"13",0.000435283172287273
"14",0.000255184204354282
"15",0.000263231019522839
"16",0.000221687001852176
"17",1.81926175482755e-05
"18",3.24485727303807e-05
"19",4.71415867611432e-05
"20",1.9599362118734e-05
"21",3.00774924170592e-05
"22",3.65660448271738e-05
"23",5.55568594799643e-05
"24",3.08373528926635e-05
"25",3.76418613397086e-05
"26",2.22312771598286e-05
"27",0
"28",2.81633315525376e-06
"29",0
"30",1.12911373740781e-06
