"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Raw0",-0.0401853850071057,0.0259378377817075,-0.0397845253794154,-0.0529066297193462,0.0410920007601816,-0.0669259273364152,0.0399085892690713,-0.00452940675649039,0.015909445432352,-0.0177608092490093
"Raw1",-0.0192313776102979,-0.00295930948400805,-5.85403097900516e-05,-0.0656581148447253,0.0429846105251295,-0.0173051658252548,0.0391666645686511,-0.0165255807035978,-0.0295555273676154,0.0432211480946091
"Raw2",-0.0408665964330852,0.0139178260340574,-0.00498056647085495,0.0429115320877349,-0.0230740492907086,-0.0233868733330216,0.0490421396797867,-0.0111073697908618,-0.0476504940203118,0.00186126696661823
"Raw3",0.0344862133839379,0.0039750730642225,0.00497494723737905,0.0990965526561608,-0.0715087153630353,-0.0813866534823323,0.0551108524952255,-0.0210402079410686,0.0504987336199975,0.0314646604029046
"Raw4",-0.028414317203589,-0.0875408796504435,0.0929092799297694,-0.0348128519695279,0.0226801368412077,-0.0955516645411615,0.0843807081277681,0.0433225418490872,-0.071846540739062,0.0640780565443564
"Raw5",0.0226832036428605,0.0533867176100247,-0.0476223093119628,0.0182226314124393,-0.0267619516894151,-0.0453814332282394,0.0458763357215914,0.0363677575542096,0.0273284020945123,0.0234616770862547
"Raw6",-0.0253124091687698,-0.0578367416311251,0.0362214479422931,0.0677251862554123,-0.0881168951531655,-0.0903572487015314,0.0496932733869929,-0.00275842005219453,0.0161391598980138,-0.0650383432456682
"Raw7",-0.0253603425435284,0.0191504948020293,-0.0087328992597901,0.0649956511374433,-0.0522832521309671,-0.00141156181575084,0.0185069828244226,-0.00312435137684606,0.00902625819838954,-0.0448482771701292
"Raw8",0.00208991294410176,0.0480767044471865,-0.0470381412669387,0.108695548708933,-0.0933449339649643,0.0227201384495471,-0.0165655434625874,0.0297437264683824,-0.0349289327140459,-0.0739327379186915
"Raw9",-0.00156798025033724,0.094712134650246,-0.0791779131294355,-0.00454768189849951,0.019226257139868,-0.00899639717448692,0.0389468588795203,-0.0265866764321549,0.0349962239366167,-0.0292447255809077
"Raw10",0.0461253507446187,0.0337825764444904,-0.019545362891764,0.0680872968594907,-0.0263433175987959,-0.0856919153084807,0.0687122664980428,-0.0775317209829407,0.0682230851310847,-0.0264664331683617
"Raw11",0.00549834118602284,-0.0519142285791347,0.0437464189771757,0.00342334262801176,-0.00650031061473284,0.0424710315325311,-0.0607146388520836,-0.010865737585989,-0.0316174004027342,-0.0217577728502271
"Raw12",0.0185355939783762,0.00817402983078226,-7.10148578554823e-06,-0.0511639919644048,0.0245667089769214,-0.0548116014201572,0.0781837608303258,0.073553635055794,0.0184478083831434,0.0120767061184904
"Raw13",0.097117288940927,0.11411854543187,-0.0877719638257387,0.00359032685152092,-0.0127523427423021,-0.0268019597038997,0.0574842309563856,0.0241308197365777,-0.00893656360397291,0.0351703125593327
"Raw14",0.0588359848635704,0.025855988036166,-0.0026563845226205,-0.0429209308555294,0.0687698291399917,0.0211105203740516,-0.00293331435929472,0.0111558639192085,-0.0625459593322895,0.0095859612793005
"Raw15",0.0682645526561334,0.000149148969956794,0.00730694376049962,0.0384868240680102,-0.0275611769304655,0.0611680277876192,-0.0715435689334643,0.0158001394112334,0.0239759385794912,-0.0587180810649447
"Raw16",0.111746358905735,-0.00219160294789867,0.0270018735829265,0.0124801990484849,-0.000742076996052561,-0.0366404355529206,0.0189865749224244,0.0116445585066273,-0.0472857335335437,0.00962989571658481
"Raw17",0.00652196248961405,-0.00716932519382792,-0.00922060844764312,-0.0570151144619986,0.011174692985877,0.0341516689780374,-0.0474810112284287,0.0698957685393948,-0.0486737218159877,0.0714428024144402
"Raw18",-0.0275605781555847,0.0527035644337457,-0.0731425235516982,-0.0459590274506833,-0.00916010022494235,-0.0412974475203685,0.0250870095417473,0.0533089039832281,-0.0567874159406565,0.0670864479635264
"Raw19",-0.0844104156843711,0.0425565181133353,-0.0636785692716351,-0.0109267525911043,-0.0213728109302808,-0.0236978954673357,0.014593530105931,0.0724358246176015,-0.0940357161270537,0.00851234850979324
"Raw20",-0.0306387253588464,0.0274899585292335,-0.0286836546564078,-0.0697094544669107,0.0603117647478014,0.0220661330512935,-0.0020473561757406,-0.0059866926520227,-0.0370000809634537,-0.0271886318868281
"Raw21",-0.00813951722012114,0.0154728266833782,0.000226452099933096,-0.0806445222328563,0.0949223474517726,-0.052502664947669,0.0662942414815689,0.0044027971322843,0.0264225039124526,0.0422245205979926
"Raw22",-0.0151348222340836,0.00517213016230694,-0.0113469278645912,-0.00143410751326287,0.000685671735835075,-0.0348897216184183,0.0017333574017859,-0.0125124610425782,-0.03616663456058,0.00289440878970935
"Raw23",0.0654661070577362,0.0756988824219662,-0.0555713616604513,0.0276748723810178,-0.00118274053996169,-0.0193463625244164,0.0370477880533934,0.0145578615938385,-0.0363639927464381,-0.0728966900989001
"Raw24",-0.0376774411093095,-0.0427814147892007,0.0291840988021492,-0.0429687857187446,0.010425974265971,-0.0361522415326321,0.0545480837083294,0.0125367662300981,-0.050585552856393,0.0182738732754174
"Raw25",0.0301399823560538,-0.0945018504002162,0.0944490347358255,0.0560489344085675,-0.057559457279983,-0.037222801546641,0.0279284322231875,-0.0215506815733411,-0.0406230435316977,-0.0215166177228462
"Raw26",0.0114789701348905,0.0782871811752458,-0.0776715724271084,-0.0183654104564838,0.0349254359821154,0.0551055560616988,-0.0587808289269593,-0.0541199471429286,0.0344615042050668,-0.00652275404797405
"Raw27",0.0221777282422333,-0.0105588462356788,0.0157750671611457,0.0493639267964771,-0.00611906015431285,-0.0389583599010555,0.0166996690344496,-0.0905875019305947,0.00773119565582754,-0.057255016383897
"Raw28",0.0473472818973289,0.0117603432613411,0.00274574684509923,-0.0407326479770848,0.0399302043371053,0.0469685213785708,-0.0078971765604849,-0.0493740394998451,0.0470908802384648,0.0353022190499339
"Raw29",0.0363257068043531,0.0566346449436848,-0.0484523635074929,0.00732645824303817,-0.0255811925384375,-0.0429902732733211,0.0413973790925398,0.0886777829901871,-0.0568278665582896,0.035670053489569
"Raw30",-0.0129679674948229,0.0241636577846513,-0.0252323694065902,-0.0143534090979452,-0.0103396423823246,0.0339816489177684,0.00494488964007693,0.051220567437376,-0.0303939369286489,0.00538712674957323
"Raw31",0.0822453797414433,0.0344688453233068,-0.011953410739102,0.0278555225302641,-0.0398930643324665,-0.0419634368570543,0.0548652811521323,-0.0269145138253368,0.0484178958040478,0.0511155020447195
"Raw32",0.0237761346150786,0.0287313632337161,-0.00701977733031085,-0.000346618107144894,0.0469910107117116,0.0509451557870142,0.00220609434873372,-0.0435630593595619,-0.0384809428814235,-0.0339748925658198
"Raw33",-0.0169372443474497,0.00192976773981378,-0.000593127556555354,0.0808544179192107,-0.0548119611521092,0.0660520744611949,-0.0657358286757305,-0.0451650151619802,0.0250327122164521,-0.0537830245285704
"Raw34",-0.0711104542869041,-0.0253675443007281,0.00469270975061118,-0.0477049760037189,0.0251717213452304,0.0286911661787956,-0.0400348097590768,-0.0140161078926796,0.0836337004216004,0.00909813717854186
"Raw35",0.0522907202273436,0.0971885969378847,-0.0653576737376474,0.0268488413407621,0.0363030106149582,0.00462939136438462,0.0377181740027066,-0.0364643148123427,0.0279703974799415,-0.0684792199727011
"Raw36",-0.0912795572963477,0.031225913495621,-0.0644265708400386,0.0347739730447545,-0.0527969266711643,-0.0929481287896357,0.0454994290250706,0.0075536422867544,-0.0256272828750734,-0.0112402405082376
"Raw37",0.0772095401961599,0.0340066418669312,-0.0170381839351552,-0.00633803488746304,0.0272678919275249,0.0258078603463335,-0.0142667284215869,-0.025288414187896,-0.0083114709818469,-0.00776731901620635
"Raw38",-0.0670795908281787,0.0105729403051601,-0.0247445553743449,0.00920193608413593,-0.0372309837324689,0.0738209750991463,-0.0581023764356879,0.0431346457776744,-0.0188114631988977,0.019643460384157
"Raw39",-0.0235915273230132,0.00812754522071259,-0.00952430616809474,0.0724968570608102,-0.041483421167875,-0.0636625516575033,0.0197807921826373,0.00870526434635949,-0.00785750039337082,-0.0142028911316832
