"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"Raw0",-0.0401858578977388,0.0335918148695408,0.0484398811272478,-0.0505486847536215,0.0395858793974201,-0.0274466121370414,0.0497392692616207,-0.0302914290815844,-0.00881287495293804,-0.0683572155039811,-0.00403306518308654,-0.0785699086022076,-0.0291233495675675,0.0644618886288216,-0.0821444821600614,-0.0850674930714907,0.0161341683060855,-0.0136159896598707,-0.0314603187787936,-0.0818890085983721,0.00613148743126369,-0.0262154467370632,-0.0461648199237893,-0.0077108864929833,-0.0571048214159633,-0.0220105722269712,-0.0172498298314767,0.0443675968052554,0.0617114536643477,0.00286892857546457
"Raw1",-0.019231603919896,-0.00104992672433928,0.057724907901077,-0.0293068212547814,0.0233318419195848,-0.0162116322912528,0.000140381022555164,0.038767788714622,0.0380440781659279,-0.00367823114069249,-0.00133287788484537,0.0631529642999501,-0.0699167856364807,0.000379404942795363,0.0320771976835607,0.0459647571145999,0.0461226192737289,0.0301215655327463,-0.058166114060098,-0.0397737685713016,-0.0751057693599156,0.0698111329331507,-0.0185839567926159,-0.0413838219981437,0.024663150806433,-0.00599545614590295,0.0619817883016833,-0.00804111334365532,-0.0129668277841283,-0.0529667622660516
"Raw2",-0.0408670773400283,0.00990753392978958,-0.0340149723127103,-0.0408893297851165,-0.0167622864548468,0.0226769248396838,-0.0476138505728348,0.0323109001583164,-0.0480253640655147,0.0214014661794486,-0.00496206382259196,0.0408482903976494,-0.0496334315753626,0.0197787213457357,0.0344408072832795,-0.000910821449281726,-0.000212044743762177,0.0741126599410293,0.0406876021049461,0.0233746550084322,0.0626551775112016,0.0644073068471225,0.0485233188703403,0.017254249811499,-0.0560352550962128,-0.0514741142337596,-0.0452593266360577,-0.0388158621143492,0.0854760280124237,0.0144194268668679
"Raw3",0.0344866192082762,-0.00146712089924003,-0.0872390844104024,-0.0679887616009036,-0.0529101241683853,0.0531799789464514,0.0298684660648367,-0.0329727849882021,-0.0334606888557351,0.0664977462880982,-0.0323411319752301,-0.0408414378796103,0.0289499573980452,0.0704594173825781,-0.0084535732025804,-0.0380573433694715,0.0805072331513196,-0.0085783464070718,0.00644893486237553,0.0295815743356489,-0.000212707754417747,-0.0388096741325856,0.00394097993341593,0.00922522509736824,-0.0202698009957417,0.0345181274532526,-0.00409719127438427,-0.0301469098715964,0.0267730955618682,0.0113216794555319
"Raw4",-0.0284146515755118,-0.0914533526532866,0.0306825147249823,-0.0955569883932408,-0.00556908779754259,0.0228066830357622,0.00768336227149412,-0.0599529317645862,0.0118526965675966,0.0755504421905236,0.0617400806721251,-0.0367852756666533,-0.00493401663714755,-0.0065267782186672,0.0465793286885388,0.0215515199267232,0.0648589792525773,0.0853989935098655,-0.0453942201215147,0.0699956704506915,-0.033685395564347,0.0474091991540617,-0.0609997377727956,-0.0872040777838623,-0.0413956859660361,0.0265275850198601,0.00260728674622707,0.0214215082959111,0.00250407885857354,-0.00170909920571746
"Raw5",0.0226834705726045,0.0507969098805328,-0.0236303982333841,-0.0461977208242953,-0.0216006909055294,0.0209092870756876,0.012210694482647,-0.0101388325589693,0.0328288184489598,0.00583919716353941,0.0300891400096572,-0.02929968612906,0.0135438381256651,-0.0325972394957226,0.00553178491109322,0.0438006183246121,0.0539617669015872,0.0137396249649766,-0.072350546494207,-0.0139349638615224,-0.028230785704092,-0.0718616231017587,-0.0609744667476961,-0.0374390631265273,0.0066337471905127,0.0515150153180575,0.0243891792362077,-0.0032923937541133,-0.0896565270303772,-0.000219293508161161
"Raw6",-0.0253127070382862,-0.0471100396798592,-0.0823500661078715,-0.0656912491239202,0.0601867373163782,-0.0703665554995302,0.0836106573452365,0.00468913253950682,0.0296944230963418,-0.0772976899701131,-0.0335950568754606,0.0582865740623932,0.0533283984227094,-0.0062808046836894,-0.0386090364158159,-0.100745755711254,-0.0708451591766192,0.0210945469736024,0.000871371330797018,0.032907987572874,0.023626806448127,-0.00940161747379602,0.0195145359997165,0.0159544403522846,-0.0492815317762801,-0.11119997725957,0.0293653916196168,-0.00871840810815587,-0.0654511860430148,-0.083221190394989
"Raw7",-0.0253606409771117,0.0147638932837922,-0.062105471873363,-0.0150481652135039,-0.00790576095750136,0.0173031275123658,-0.0673843137468685,-0.0137988335308152,-0.0230795022085901,-0.0221014899408023,-0.0145843523531149,-0.0250179759776952,-0.0126107293293462,0.0512592433257114,0.0262700048427208,0.0317618306621654,-0.0081176599074359,0.0668071000035422,0.0220275103746766,-0.0247157432901139,-0.0647090207248911,0.0178027705844417,0.0082966329019832,0.0301054846929059,-0.0625761655055481,-0.119292649594674,-0.0126970792417261,-0.126012819677822,0.0252447494551167,0.0363644547145225
"Raw8",0.00199875098036805,0.0483833645962208,-0.107458130361349,0.0172964800679673,-0.0128246852150185,-0.0147277193769904,-0.0248168999530211,-0.0585772329040051,-0.0412897066422259,-0.0419429805302556,0.00945149005210861,-0.0493613138285173,0.000665781161566094,-0.0617458214804293,0.000105802048654108,0.0449502115978419,-0.0169758863851485,-0.0743166682900682,0.0330070364210002,-0.0472552359202101,0.135735908052163,0.0098976470832031,0.0666871160065285,0.0731508213510523,-0.0102461836153687,0.00435702261403895,-0.0563010486405407,0.030862823018969,0.023538044999359,0.0360947416160026
"Raw9",-0.0014881434706279,0.0884790323305711,0.012041587599987,-0.0290130309923838,-0.0149593294565406,0.0465838396355674,-0.0682059246547884,0.0138182842792862,0.00347791303654343,-0.00992027586526597,-0.0179046051231615,-0.0286544027093764,0.00678293309806653,-0.0151570303694841,0.0551507664697493,0.0393219742444929,-0.043571623438097,0.0101362509367498,0.0789193511240885,0.0145710673698202,-0.00336897736375333,-0.0292298391845173,-0.030433790752695,0.0175789316038958,-0.00951024796394752,-0.0432035420672182,-0.0289097398444013,-0.0536284620908977,0.0238112194833296,0.0275638058625132
"Raw10",0.046125893535146,0.0262767720364598,-0.0481537330808323,-0.0795397286578209,-0.0627011474030106,0.0582514975354733,0.00887621332740977,-0.0549937907810827,-0.0119382209826856,0.0244959175031604,-0.0795077107817568,-0.0233290746859184,0.0491484879219347,0.0179199457669131,0.0723259712925547,0.00682612011853891,-0.0149391211068962,-0.00584981264115456,0.0933616093455259,-0.0194933653224607,0.00229307943557651,-0.00854894607767393,0.0258316950198813,0.0568246510791394,-0.00482131166228459,0.00903274050077423,-0.0193605635641279,-0.000388808023201306,0.0395406643935629,-0.00879161481753918
"Raw11",0.00547071605763022,-0.0486212961798155,-0.00539184480976073,0.0564121217134752,0.0184668374026437,-0.0159514418146745,0.0252937495419222,0.0283290495531185,0.00466380091491858,-0.00757605990833899,-0.00982221034516685,-0.0384563025782898,0.0256299444925904,0.0368827611119191,-0.0602854846259711,-0.0457472799803445,-0.0174886899219783,-0.0497610188914578,0.0364206736254725,0.0471029206482326,-0.0118552051300959,0.0564820875980324,0.00287271777585273,-0.00631037288199984,-0.0132620223634133,0.0312396855910537,-0.012761841031511,0.133474990046289,-0.0175324956859574,-0.0218316228324793
"Raw12",0.0185358121001824,0.00493740238288868,0.0381536091357297,-0.0712741094835096,0.0086339466112196,-0.00838471381416724,-0.0339198390959405,0.0579245658005257,0.0545730541211968,-0.00210605987135881,0.0711047050186442,0.0707283998667888,0.00219374681297116,-0.0142282669973227,-0.0212917342727766,-0.0288566562297602,-0.0120854115726523,0.0166470695020032,-0.0174308077505558,-0.0118455946123834,-0.0527645723346163,-0.0917184762633449,-0.0247389657311694,-0.0734862160274202,0.0205071182353112,0.0251325368146054,-0.0102839294877934,3.37550541659812e-05,0.0649216997496332,0.02848455725549
"Raw13",0.0971184317906533,0.102340599538501,-0.00834498781333086,-0.048911707284467,-0.0478191120303302,0.0457571161083775,-0.076263006162345,-0.00632926000972907,0.0956520489523457,0.044727104664734,0.0346590428328633,0.0892826046660477,-0.00453553332730924,0.00539850811863328,0.0211813234070403,0.0714769779894115,-0.0305228776783629,-0.00799246656542674,-0.0566903658368339,0.0234174178899391,0.00279988128275734,-0.0232870876777079,-0.0226879872149634,-0.0129724392473225,-0.0423856917122159,0.0787971467430994,-0.00394084283045322,-0.048589183972353,0.0221376357020598,0.0764757282412491
"Raw14",0.0588366772293678,0.014072534434115,0.0578443993984549,0.00684546354590142,-0.0739882977704431,0.0468583561529498,-0.0675428339203878,-0.0260579936452591,-0.0140697402826343,0.0612813453250627,0.0369663531582185,-0.0169029319416516,0.00902308866788256,0.0464453341048168,0.0652097967024321,0.0579589448844318,-0.00811637732726114,-0.042744590463838,0.0909872989533268,-4.49447246202008e-05,0.00664150752477823,0.0746486714412395,0.0349083701180056,0.0556620484312655,0.0576613642248327,0.0210470728511571,0.0305477025254314,0.0606134377678836,0.0963458493470557,0.0558681239639027
"Raw15",0.0682653559747409,-0.00444050985078899,-0.0361691137996196,0.0674974590021859,-0.0374087229402327,0.0246604666897251,-0.00643875560079016,-0.0369503154224355,0.0485755154485804,-0.0483300674145649,0.0096937197179543,0.0414913068060975,0.0455694159739648,-0.0250643635044808,-0.0205270877216801,0.0404843924921108,-0.052491556893146,-0.0151875370773805,0.002195301624829,-0.048050926981039,0.0164598006716365,-0.05199381254006,-0.0188682953037221,0.00631212018355808,-0.0244391399846536,0.0520645487584486,0.025287862518242,0.0295785606533602,-0.0138085094554981,0.0350752997781857
"Raw16",0.111747673906361,-0.0153875784879219,-0.00694668308398889,-0.0314741295208247,-0.0734256325163942,0.0549293340802338,-0.0358861082758996,-0.0739767247696129,0.0769692054636806,0.0303930032972449,0.0320988738626989,-0.0303241068237871,0.0890242614658171,0.0657524364704753,0.0380402473094604,0.0854984494546688,0.016834084974956,-0.0550301994162932,0.0455486459040547,-0.0302157334218846,0.0392601451164158,0.0390477159778505,-0.00986562410544767,-0.0134925096093851,-0.0264447021049799,0.0420722893612438,-0.0619418466202588,0.014000974941671,-0.0108534236001748,0.0283645639438471
"Raw17",0.00651046167559402,0.00149039544151634,0.0357263119203195,0.0448702062277085,0.0463182070492856,-0.0760356199666516,0.0355438816032441,-0.0190956640452144,0.0132741120277693,0.0483004628956167,0.0617335418164942,-0.0229454633577526,-0.00720562112796355,-0.00617172470232813,-0.0108111307824747,-0.036128455257194,0.0339311431708412,-0.103501738365977,-0.0686171693861507,-0.0476455141078286,-0.015436831275259,0.00702908031857874,-0.00756629175690654,-0.00186043483670045,0.050229326773158,0.0510310276368432,0.042607255674202,0.0319496025153081,-0.0196975515339842,-0.0160901478491918
"Raw18",-0.0275609024809396,0.0645229148363232,0.0196048516539496,-0.0270860343173056,0.0714411851066414,-0.0767491957361081,0.0585792173993424,0.053628123106036,0.0174910665770569,0.0328661494178123,0.0478686960172774,-0.0340280183051796,0.0327165620257701,0.00945655501858347,-0.123109389507412,-0.0946176818628184,0.0492703144083048,-0.0559333129555946,-0.0814341409982308,-0.0435327843292881,0.00281661241547256,0.0240900696041319,-0.0438618718559795,-0.0387121753189055,0.063604193538462,-0.0109479444852311,-0.0355834982358793,0.00196610237937539,0.0166804861012468,-0.0441511623998446
"Raw19",-0.084411409003084,0.054371433974095,-0.00663789758938197,-0.0156656948550797,0.0625798444125328,-0.0586742609719604,0.0434713613878031,-0.012478808942376,-0.0434542386720619,-0.0049519488777559,0.066414753637309,-0.0278420862181829,-0.0543160702717451,-0.00294976824783855,0.0285550082240975,-0.0510962419838731,0.0181703240983609,0.0317682184136022,0.0434582836319965,0.0113022221125192,0.00676816052433499,0.0543103137310899,-0.0201653414310266,-0.0344296288404394,-0.0362607106061791,-0.0466877375516116,-0.0651771007690591,-0.036825063211365,-0.0879461353624433,-0.0563402842482531
"Raw20",-0.0306390859069966,0.0285577223812536,0.066950641769962,0.0110314539546979,0.0157443443179759,0.00307203535603219,-0.00633403990971868,0.0137744220275486,0.042172419312188,-0.0547480750512726,0.0151586780041737,0.0331243819337194,-0.0129439262198121,-0.0861098031621621,-0.0482254149487573,0.0462313234463884,-0.0387007508114676,0.0852075747951196,0.0408382164733835,0.00053011148374567,0.0119910552136184,0.0418693036891371,-0.0320322123443039,-0.0422861921104291,0.0694513941154346,0.0116123666962956,0.00383980922680556,-0.0677984977322383,-0.0763785776567631,0.0434828867558066
"Raw21",-0.00813768581499736,0.00725194255904233,0.0921523356363106,-0.063371698618629,-0.0467917186159294,0.0608084923342303,-0.0218365498823439,0.0300768960563548,-0.00341630994825914,0.040388218523559,0.0247997381807311,0.0109117114810665,-0.000694516978295964,0.00808208489761137,-0.0275570352588732,-0.000574792472456162,0.0396783296174526,0.0885183104592427,-0.0485771275409549,0.0425077127044225,-0.0738020857880767,-0.0403858011175853,-0.0352096013695284,-0.0484933361680288,-0.0118638523625111,-0.00147845372911272,0.0415377118303948,0.0114096240830625,-0.0274911979398674,0.0517904994094816
"Raw22",-0.0151350003330422,0.00834962305633237,0.00140189401359462,-0.0165371809583244,0.0123622062040406,-0.0112316178058069,0.0287994029450779,-0.0795940427007136,-0.0186493207252599,0.00350888884824525,-0.00877175488797933,-0.013013467146418,0.0226255220037577,0.0647541733409205,-0.0240874567859717,-0.00102249015541559,0.00283464193129213,-0.00165787736128838,0.0566101061915815,-0.0128673100284891,0.00455111597543054,0.0599510120568514,0.00956081600027332,0.00832426671832974,-0.062308388386317,-0.062287129347323,0.047786934987436,0.0655602106482037,-0.0440231486398367,-0.00216099300712732
"Raw23",0.0654668774450004,0.0662208140336303,-0.0173600266639223,-0.0300731898197164,-0.063622068920654,0.0414441631371279,-0.0418506733054969,0.0485244991461344,0.0169673699971162,-0.0469939328413693,0.0207811349451304,0.0241273265908657,0.0469772769488149,0.0487126418158683,0.0712450704341094,0.019838329692329,-0.0618629457999267,-0.0413886154532117,0.0157452939646672,0.0193594936562266,0.00854522691973202,0.0460832814004126,0.0301526923993023,0.0431241382704297,0.0366432754483982,0.0437048866589852,0.0355385186825503,0.0342033429352047,0.0399614696886698,-0.00921834178219954
"Raw24",-0.0376778844871439,-0.0353477968614904,0.0280917653113597,-0.0463041062301845,0.0654220998605038,-0.05571520679568,0.0191712264761574,0.0647623977304382,0.0168289624685062,0.00183330333343515,0.0150863682941051,-0.0532989455923107,-0.0362852820240761,-0.061962662464758,0.036237572748205,-0.0277567889450458,0.00374407265719816,-0.0435362887476185,0.00722453064379605,0.0565400949641683,0.0355868534640874,0.0430340595497271,-0.0216432858497888,-0.0078306593072943,0.0379794237504543,0.0254475771024164,0.0671506436561147,0.0502398046723132,-0.0515134309188892,-0.060936504305821
"Raw25",0.0301403370351327,-0.094858211001357,-0.0591635367263685,-0.0371997409421396,0.0127732436161717,-0.0397880161403195,-0.0213296136976671,-0.0429823054609212,0.00337219279982674,0.00325975106748594,-0.0267008637789537,0.0662703068226919,0.0169212679557933,-0.0073958630917187,0.00347915807414092,-0.00759029614773761,-0.0339631299389357,-0.038177462722055,0.052753279878693,0.0268340865498791,0.0258309677770892,0.0864482726175011,0.0543315974191968,0.0701148868312465,-0.059286729527192,-0.033332865782429,-0.153844892844527,-0.0967755516179032,0.0121700895286745,0.0252169023986951
"Raw26",0.0114790948523139,0.0778917673852238,0.0285860827256027,0.0609740000822239,-0.0320806896100231,0.0279526288413213,0.0203217203515788,-0.0347065146516805,0.00293023162532577,0.0263006099380994,-0.043695682580515,0.0256618475832913,-0.0287512599280335,-0.00868544694509396,0.0418558316065454,0.041033180115049,-0.0305570026410073,0.0512373083254921,0.112985165406222,0.0200905732190825,0.000462750677559932,0.00250371532431807,0.00586002824983919,0.00634462422425011,0.0280477984886195,0.0247561890117798,0.0098812331065737,0.0141882171675461,0.000362705315304584,-0.0224356390418568
"Raw27",0.0221779892236809,-0.0139098354870913,-0.0284630686697154,-0.027211013003717,-0.0395522475809609,0.0309200737688072,0.016825721952992,-0.0286131075076029,-0.0289840872705857,-0.0527188843815817,-0.0841323538676454,-0.0142790488861984,0.0431686892554396,0.0464672581702923,0.030656280575026,-0.0325148430456491,-0.0126348415311636,-0.0534231551296004,-0.00740919696336934,0.0191437067949391,0.0349993155857699,0.0871795302390276,0.0848967168985058,0.0819953347970614,-0.00122343456179401,-0.0220692300510277,0.00442823546240453,0.00851903063108486,-0.0514015783517589,0.00637978891279659
"Raw28",0.0473478390672082,0.00524177231372192,0.0436151710375045,0.0206926385560647,-0.0125463393744605,0.00261284741049635,-0.0832686989017158,-0.00187022998000847,0.0476507877072447,0.0520577242409492,-0.0389661808264483,0.0894251968623745,-0.0300171466697143,-0.0300313773769757,0.0350943389221761,0.0864191274261126,-0.0722862409727251,-0.0167366209949912,0.0275124621197258,-0.0257879593526494,0.0250458876220933,-0.0229639670266629,0.0440576293249155,0.0234642303096217,0.0176625997307257,-0.0395675112846026,-0.0442683612624692,0.0635480015508805,0.0319726292943315,0.0693255266511522
