"x"
"1",273.431821233036
"2",278.262179697055
"3",83.953994514064
"4",59.8417762533806
"5",11.7888854651421
"6",54.6564761965362
"7",49.3406795305656
"8",14.1572363332361
"9",5.2337160996634
"10",4.01181587465849
"11",10.2185854702169
"12",8.74205665109881
"13",8.5514308642745
"14",6.53070019411688
"15",6.65280439073333
"16",6.09417955430476
"17",1.66688729640256
"18",2.27267286556478
"19",2.74715512283134
"20",1.7532113536034
"21",2.16184995540054
"22",2.40268226903333
"23",3.00728859299683
"24",2.22656797729943
"25",2.44861986474946
"26",1.86904013736809
"27",0
"28",0.634155743359914
"29",0
"30",0.358944713275491
