"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Raw0",0.0110443399012149,0.100691752827664,-0.102021479489839,0.00437132697038092,-0.0025544795854213,0.0276946099562078,-0.0289655944697605,-0.0261900590286646,0.0126500697559561,-0.0264772545822517
"Raw1",-0.0185368169559239,-0.0969846214446448,0.0866083567916958,0.0199180805925247,-0.0292690239732067,0.0392416832144704,-0.0351761746724525,-0.0166884939801551,-0.0217760837261607,0.00839141423538437
"Raw2",0.017935960180536,0.00639252473421657,0.0145887077591362,-0.0179300953944176,0.0161329312831328,-0.0462944709410559,0.0499381585391825,-0.00409993058446747,0.00707791449455266,0.0215645852968614
"Raw3",-0.0935756330531763,-0.0240569854968347,-0.00418310522916939,-0.0216947345542268,0.0274333870776763,0.0196755687067724,-0.0186414238150895,-0.0207716700201076,0.000380116634721322,-0.0265985158483598
"Raw4",0.0552076385994432,0.00723566647723423,0.00509694196957383,-0.054946505318092,0.0509359816788342,-0.0175961512553885,0.0138501971150419,-0.00167465784874963,-0.0234655123830106,0.0141501541105655
"Raw5",-0.0384048566482295,-0.0602797138592873,0.0685629434216536,-0.0353882904399442,0.0328481008602671,0.0308103264296106,-0.0250958354019271,-0.0206142624898168,0.00882230651760969,0.0236758479965461
"Raw6",0.103306586712531,0.0117049588530796,0.00227667527103899,0.0571534274784585,-0.0539279632508708,0.0325909768375596,-0.0276409437893647,-0.0388185765327818,0.0260356357414883,-0.0665869926281933
"Raw7",0.0246354372450509,-0.0739838107313888,0.0668292249259794,0.00249137493971477,-0.000111419709747394,0.0897328031762952,-0.0887468934930502,0.0454287460016528,-0.0185291520380467,-0.000775396829674265
"Raw8",-0.0582299236476699,0.024061618552164,-0.048997995715782,0.111988933214667,-0.107210044194179,0.0432189457479363,-0.0480794531753718,0.0207504921765299,-0.0331920456954451,-0.0308205998385886
"Raw9",-0.0611471858417442,-0.0316752952713096,0.00716966250932064,0.042046055622109,-0.0528449676886766,-0.0103763667367711,0.0122649164924549,-0.0243092986010648,0.00409362779088004,0.016052287343706
"Raw10",-0.00909444681555305,0.116796003436828,-0.117888190324638,0.00142948073810084,0.0125252523438451,-0.0389598583623726,0.0413560638130001,-0.0295833178580261,0.0416785642410758,-0.108920847860024
"Raw11",-0.0490943689653479,-0.0125169334923823,0.0114139624265307,-0.010865346827404,0.0144591144203989,-0.00703348929317769,0.00463136719595411,-0.0291036636565242,0.0379713994453217,-0.0256800307086116
"Raw12",-0.0238558868035813,0.00837624185797581,-0.00796997020318778,0.0119951197008764,-0.00850657489347598,0.0196876629117674,-0.0216023686794615,0.064953268343134,0.00214798693594216,0.0203312919446738
