"x"
"1",1049.51864664137
"2",759.571378504263
"3",760.755623745335
"4",617.278775575816
"5",311.977673635004
"6",671.397074776883
"7",344.294617088706
"8",296.916852295543
"9",248.349214198421
"10",310.569642783568
"11",72.1108684007508
"12",297.706923483269
"13",278.22333098941
"14",281.243760692489
"15",65.4632746062514
"16",160.000002263171
"17",78.1747870125896
"18",122.576992867775
"19",124.634869742008
"20",130.178502491147
"21",108.779000003185
"22",60.464220573922
"23",128.332951416719
"24",126.702148558405
"25",104.386993573837
"26",95.5588342130279
