"x"
"1",0.0374792348006772
"2",0.020590565488509
"3",0.0206146650085718
"4",0.0135370074303119
"5",0.00372183126994998
"6",0.0158827929295458
"7",0.00443406650424124
"8",0.00338695686992544
"9",0.0024825231466697
"10",0.00365782770540563
"11",0.000348335211126679
"12",0.00340423664554558
"13",0.00301751375525927
"14",0.00302880824551519
"15",0.000300298085472237
"16",0.00114105547970307
"17",0.000397488835134233
"18",0.000753583069667971
"19",0.000771495361931055
"20",0.000822288556816397
"21",0.000629171497007226
"22",0.000271243458246733
"23",0.000808807958039841
"24",0.000786650385634456
"25",0.000587808208791995
"26",0.000515956490948786
