"x"
"1",1049.91729675205
"2",779.713601834868
"3",782.553515408609
"4",598.540561320451
"5",396.234602585015
"6",684.135364853776
"7",391.909647054279
"8",319.947445704321
"9",282.98983040884
"10",377.875818440958
"11",322.684452373632
"12",302.21574940784
"13",343.655313679371
"14",2.26463648388134e-14
"15",186.024209903407
"16",133.942757328686
"17",163.825996356748
"18",150.066824334875
"19",164.343954052627
"20",165.856808454735
"21",158.96821458585
"22",142.545733652607
"23",164.25676584988
"24",157.39303118357
"25",164.566367884057
"26",167.19456527366
"27",55.9389930593254
"28",34.1360236287289
"29",17.8687313255857
