"x"
"1",1609.28985354713
"2",779.909664479043
"3",782.368620180981
"4",598.665116742282
"5",396.152077272777
"6",685.239995248434
"7",390.802612151325
"8",319.938616550054
"9",283.017816651784
"10",377.706289140919
"11",322.642562544385
"12",302.268837743749
"13",341.796370788918
"14",186.037303857009
"15",133.92154319072
"16",163.820657403072
"17",150.066733846662
"18",164.349192153339
"19",165.844277787617
"20",158.972229631481
"21",142.531231591537
"22",164.256696991472
"23",157.386755525428
"24",164.751126224601
"25",166.533491943959
"26",55.9348793239194
"27",34.1244509635348
"28",15.4060714442955
